sdtname,dtname,stname,number_of_cell_towers
Bhiloda,Aravalli,GUJARAT,25
Bhilwara,Bhilwara,RAJASTHAN,206
Bhim,Rajsamand,RAJASTHAN,28
Bhimadole,West Godavari,ANDHRA PRADESH,40
Bhimavaram,West Godavari,ANDHRA PRADESH,154
Bhinay,Ajmer,RAJASTHAN,9
Bhind,Bhind,MADHYA PRADESH,69
Bhinga,Shrawasti,UTTAR PRADESH,1
Bhinmal,Jalor,RAJASTHAN,10
Bhiti,Ambedkar Nagar,UTTAR PRADESH,1
Bhiwandi,Thane,MAHARASHTRA,1125
Bhiwani,Bhiwani,HARYANA,159
Bhiwapur,Nagpur,MAHARASHTRA,9
Bhogaon,Mainpuri,UTTAR PRADESH,13
Bhogapuram,Vizianagaram,ANDHRA PRADESH,41
Bhognipur,Kanpur Dehat,UTTAR PRADESH,33
Bhokar,Nanded,MAHARASHTRA,7
Bhokardan,Jalna,MAHARASHTRA,28
Bhongir,Yadadri Bhuvanagiri,TELANGANA,185
Bhoothpur,Mahbubnagar,TELANGANA,51
Bhopalgarh,Jodhpur,RAJASTHAN,36
Bhor,Pune,MAHARASHTRA,308
Bhoranj,Hamirpur,HIMACHAL PRADESH,16
Bhorey,Gopalganj,BIHAR,7
Bhubaneswar (M.Corp.),Khordha,ODISHA,1875
Bhudargad,Kolhapur,MAHARASHTRA,24
Bhuj,Kachchh,GUJARAT,308
Bhulath,Kapurthala,PUNJAB,11
Bhum,Osmanabad,MAHARASHTRA,34
Bhupalpalle,Warangal,TELANGANA,18
Bhusan Steel Limited,Dhenkanal,ODISHA,5
Bhusawal,Jalgaon,MAHARASHTRA,167
Biaora,Rajgarh,MADHYA PRADESH,28
Bibhutpur,Samastipur,BIHAR,1
Bibinagar,Yadadri Bhuvanagiri,TELANGANA,64
Biccavolu,East Godavari,ANDHRA PRADESH,29
Bichhiya,Mandla,MADHYA PRADESH,1
Bichhua,Chhindwara,MADHYA PRADESH,3
Bichkunda,Nizamabad,TELANGANA,19
Bicholim,North Goa,GOA,246
Bid,Bid,MAHARASHTRA,107
Bidar,Bidar,KARNATAKA,220
Bidhuna,Auraiya,UTTAR PRADESH,51
Bidupur,Vaishali,BIHAR,13
Bighapur,Unnao,UTTAR PRADESH,14
Bihar,Nalanda,BIHAR,63
Bihariganj,Madhepura,BIHAR,1
Bihpur,Bhagalpur,BIHAR,3
Bihpuria,Lakhimpur,ASSAM,1
Bihta,Patna,BIHAR,73
Bijapur,Vijayapura,KARNATAKA,266
Bijbehara,Anantnag,JAMMU & KASHMIR,16
Bijinapalle,Mahbubnagar,TELANGANA,15
Bijni (Pt),Kamrup,ASSAM,29
Bijnor,Bijnor,UTTAR PRADESH,104
Bikaner,Bikaner,RAJASTHAN,314
Bikapur,Faizabad,UTTAR PRADESH,3
Bikram,Patna,BIHAR,1
Bikramganj,Rohtas,BIHAR,25
Bikrampur,Anugul,ODISHA,3
Bilara,Jodhpur,RAJASTHAN,44
Bilari,Moradabad,UTTAR PRADESH,30
Bilaspur,Bilaspur,CHATTISGARH,284
Bilaspur,Rampur,UTTAR PRADESH,101
Bilaspur,Yamunanagar,HARYANA,48
Bilaspur Sadar,Bilaspur,HIMACHAL PRADESH,83
Bilat,East Siang,ARUNACHAL PRADESH,1
Bilgi,Bagalkote,KARNATAKA,10
Bilgram,Hardoi,UTTAR PRADESH,12
Bilha,Bilaspur,CHATTISGARH,38
Bilhaur,Kanpur Nagar,UTTAR PRADESH,38
Bilkhawthlir,Kolasib,MIZORAM,6
Billawar,Kathua,JAMMU & KASHMIR,3
Biloli,Nanded,MAHARASHTRA,2
Bilsi,Budaun,UTTAR PRADESH,2
Bina,Sagar,MADHYA PRADESH,109
Bind,Nalanda,BIHAR,1
Bindki,Fatehpur,UTTAR PRADESH,50
Bindranavagarh(Gariyaband),Gariaband,CHATTISGARH,1
Binpur - II,Jhargram,WEST BENGAL,5
Biramitrapur,Sundargarh,ODISHA,17
Biraul,Darbhanga,BIHAR,4
Biridi,Jagatsinghapur,ODISHA,2
Birkoor,Nizamabad,TELANGANA,11
Birni,Giridih,JHARKHAND,1
Birsinghpur,Satna,MADHYA PRADESH,5
Bisalpur,Pilibhit,UTTAR PRADESH,3
Bisauli,Budaun,UTTAR PRADESH,30
Bishalgarh,Sipahijala,TRIPURA,12
Bishnah,Jammu,JAMMU & KASHMIR,3
Bishnupur,Bishnupur,MANIPUR,6
Bishnupur - I,South Twenty Four Parganas,WEST BENGAL,90
Bishnupur - II,South Twenty Four Parganas,WEST BENGAL,36
Bishrampur,Palamu,JHARKHAND,7
Bisra,Sundargarh,ODISHA,7
Biswan,Sitapur,UTTAR PRADESH,1
Biswanath,Sonitpur,ASSAM,7
Boarijor,Godda,JHARKHAND,2
Boath,Adilabad,TELANGANA,1
Bobbili,Vizianagaram,ANDHRA PRADESH,23
Bochaha,Muzaffarpur,BIHAR,10
Bodh Gaya,Gaya,BIHAR,101
Bodhan,Nizamabad,TELANGANA,74
Bodinayakanur,Theni,TAMILNADU,74
Bodla,Kabeerdham,CHATTISGARH,5
Bodvad,Jalgaon,MAHARASHTRA,13
Bogole,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,29
Boinpalle,Rajanna Sircilla,TELANGANA,10
Boitamari,Bongaigaon,ASSAM,10
Bokafa,South Tripura,TRIPURA,3
Bokakhat,Golaghat,ASSAM,1
Boko,Kamrup,ASSAM,31
Bolagad,Khordha,ODISHA,2
Bolpur Sriniketan,Birbhum,WEST BENGAL,148
Bomdila,West Kameng,ARUNACHAL PRADESH,1
Bommalaramaram,Yadadri Bhuvanagiri,TELANGANA,8
Bommanahal,Anantapur,ANDHRA PRADESH,1
Bomraspet,Mahbubnagar,TELANGANA,1
Bonakal,Khammam,TELANGANA,21
Bondamunda,Sundargarh,ODISHA,3
Bondapalle,Vizianagaram,ANDHRA PRADESH,7
Bongaigaon (Pt),Bongaigaon,ASSAM,2
Bongaon,North Twenty Four Parganas,WEST BENGAL,73
Boniyar,Baramula,JAMMU & KASHMIR,1
Boram,Purbi Singhbhum,JHARKHAND,8
Bordumsa,Changlang,ARUNACHAL PRADESH,3
Boriguma,Koraput,ODISHA,5
Borio,Sahibganj,JHARKHAND,4
Borsad,Anand,GUJARAT,98
Botad,Botad,GUJARAT,27
Boxanagar,Sipahijala,TRIPURA,2
Brahmagiri,Puri,ODISHA,7
Brahmamgarimattam,Y.S.R.,ANDHRA PRADESH,6
Brahmani Tarang,Sundargarh,ODISHA,22
Brahmapur (M.Corp.),Ganjam,ODISHA,174
Brahmapuri,Chandrapur,MAHARASHTRA,48
Buchinaidu Kandriga,Chittoor,ANDHRA PRADESH,10
Buchireddipalem,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,25
Budgam,Badgam,JAMMU & KASHMIR,305
Budge Budge - I,South Twenty Four Parganas,WEST BENGAL,73
Budge Budge - II,South Twenty Four Parganas,WEST BENGAL,24
Budhana,Muzaffarnagar,UTTAR PRADESH,35
Budhlada,Mansa,PUNJAB,24
Budni,Sehore,MADHYA PRADESH,46
Buhana,Jhunjhunun,RAJASTHAN,6
Bukkapatnam,Anantapur,ANDHRA PRADESH,2
Bukkaraya Samudram,Anantapur,ANDHRA PRADESH,27
Bulandshahr,Bulandshahr,UTTAR PRADESH,158
Buldana,Buldana,MAHARASHTRA,29
Bundi,Bundi,RAJASTHAN,94
Bundu,Ranchi,JHARKHAND,3
Bundwan,Puruliya,WEST BENGAL,1
BurdenP.S.,Bargarh,ODISHA,1
Burdwan - I,Purba Bardhaman,WEST BENGAL,437
Burdwan - II,Purba Bardhaman,WEST BENGAL,135
Burgampahad,Bhadradri Kothagudem,TELANGANA,67
Burhanpur,Azamgarh,UTTAR PRADESH,13
Burhanpur,Burhanpur,MADHYA PRADESH,34
Burja,Srikakulam,ANDHRA PRADESH,3
Burla,Sambalpur,ODISHA,48
Burmu,Ranchi,JHARKHAND,3
Burwan,Murshidabad,WEST BENGAL,16
Butchayyapeta,Visakhapatnam,ANDHRA PRADESH,3
Buttayagudem,West Godavari,ANDHRA PRADESH,3
Buxar,Buxar,BIHAR,47
Byadgi,Haveri,KARNATAKA,44
C.Belagal,Kurnool,ANDHRA PRADESH,6
C.R.R.I.,Cuttack,ODISHA,2
CHAMAKHANDI,Ganjam,ODISHA,10
CHHATRAPUR,Ganjam,ODISHA,6
Campierganj,Gorakhpur,UTTAR PRADESH,4
Canacona,South Goa,GOA,111
Canning - I,South Twenty Four Parganas,WEST BENGAL,20
Canning - II,South Twenty Four Parganas,WEST BENGAL,1
Chabua,Dibrugarh,ASSAM,44
Chachaura,Guna,MADHYA PRADESH,16
Chachyot,Mandi,HIMACHAL PRADESH,7
Chadoora,Badgam,JAMMU & KASHMIR,99
Chagalamarri,Kurnool,ANDHRA PRADESH,19
Chagallu,West Godavari,ANDHRA PRADESH,29
Chaibasa,Pashchimi Singhbhum,JHARKHAND,22
Chail,Kaushambi,UTTAR PRADESH,35
Chainpur,Kaimur (Bhabua),BIHAR,1
Chainpur,Palamu,JHARKHAND,1
Chakai,Jamui,BIHAR,16
Chakdah,Nadia,WEST BENGAL,246
Chakia,Chandauli,UTTAR PRADESH,2
Chakia(Pipra),Purba Champaran,BIHAR,22
Chakradharpur,Pashchimi Singhbhum,JHARKHAND,14
Chakrata,Dehradun,UTTARAKHAND,3
Chaksu,Jaipur,RAJASTHAN,83
Chakulia,Purbi Singhbhum,JHARKHAND,8
Chakur,Latur,MAHARASHTRA,5
Chalisgaon,Jalgaon,MAHARASHTRA,81
Chalkusa,Hazaribagh,JHARKHAND,1
Challakere,Chitradurga,KARNATAKA,71
Challapalle,Krishna,ANDHRA PRADESH,12
Chamarajanagar,Chamarajanagara,KARNATAKA,187
Chamaria,Kamrup,ASSAM,1
Chamba,Chamba,HIMACHAL PRADESH,14
Chamkaur Sahib,Rupnagar,PUNJAB,63
Chamoli,Chamoli,UTTARAKHAND,61
Chamorshi,Gadchiroli,MAHARASHTRA,1
Champa,Janjgir - Champa,CHATTISGARH,38
Champawat,Champawat,UTTARAKHAND,21
Champhai,Champhai,MIZORAM,2
Champua,Kendujhar,ODISHA,1
Chanakya Puri,New Delhi,DELHI,1445
Chanan,Banka,BIHAR,3
Chanan*,Lakhisarai,BIHAR,8
Chanasma,Patan,GUJARAT,23
Chanchal - I,Maldah,WEST BENGAL,11
Chanchal - II,Maldah,WEST BENGAL,8
Chandabali,Bhadrak,ODISHA,10
Chandaka,Khordha,ODISHA,33
Chandam Pet,Nalgonda,TELANGANA,4
Chandankiyari,Bokaro,JHARKHAND,7
Chandanpur,Puri,ODISHA,18
Chandauli,Chandauli,UTTAR PRADESH,259
Chandausi,Moradabad,UTTAR PRADESH,22
Chandel,Chandel,MANIPUR,1
Chandgad,Kolhapur,MAHARASHTRA,21
Chandi,Nalanda,BIHAR,3
Chandia,Umaria,MADHYA PRADESH,10
Chandigarh,Chandigarh,CHANDIGARH,3121
Chandil,Saraikela-Kharsawan,JHARKHAND,31
Chandipur,Baleshwar,ODISHA,1
Chandipur,Purba Medinipur,WEST BENGAL,33
Chanditala - I,Hugli,WEST BENGAL,21
Chanditala - II,Hugli,WEST BENGAL,246
Chandpur,Bijnor,UTTAR PRADESH,68
Chandragiri,Chittoor,ANDHRA PRADESH,92
Chandrakona - I,Medinipur West,WEST BENGAL,16
Chandrakona - II,Medinipur West,WEST BENGAL,15
Chandrapur,Chandrapur,MAHARASHTRA,232
Chandrapur,Nalbari,ASSAM,5
Chandrapura,Bokaro,JHARKHAND,12
Chandur,Nalgonda,TELANGANA,3
Chandur Railway,Amravati,MAHARASHTRA,20
Chandurbazar,Amravati,MAHARASHTRA,3
Chandurthi,Rajanna Sircilla,TELANGANA,3
Chandvad,Nashik,MAHARASHTRA,82
Chandwa,Latehar,JHARKHAND,4
Chandwara,Kodarma,JHARKHAND,7
Changanassery,Kottayam,KERALA,587
Changtongya,Mokokchung,NAGALAND,7
Chanho,Ranchi,JHARKHAND,5
Channagiri,Davanagere,KARNATAKA,26
Channapatna,Ramanagara,KARNATAKA,211
Channarayapatna,Hassan,KARNATAKA,115
Chanpatia,Pashchim Champaran,BIHAR,4
Chapad,Y.S.R.,ANDHRA PRADESH,11
Chapar (Pt),Dhubri,ASSAM,2
Chapra,Nadia,WEST BENGAL,17
Chapra,Saran,BIHAR,54
Charama,Uttar Bastar Kanker,CHATTISGARH,3
Chariduar,Sonitpur,ASSAM,8
Charminar,Hyderabad,TELANGANA,218
Charpokhari,Bhojpur,BIHAR,4
Chas,Bokaro,JHARKHAND,295
Chatra,Chatra,JHARKHAND,4
Chatrai,Krishna,ANDHRA PRADESH,3
Chaubatta Khal,Garhwal,UTTARAKHAND,1
Chaupal,Shimla,HIMACHAL PRADESH,3
Chauparan,Hazaribagh,JHARKHAND,10
Chaurah,Chamba,HIMACHAL PRADESH,20
Chaurai,Chhindwara,MADHYA PRADESH,1
Chauri Chaura,Gorakhpur,UTTAR PRADESH,26
Chausa,Buxar,BIHAR,2
Chausa,Madhepura,BIHAR,6
Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,18
Chavakkad,Thrissur,KERALA,545
Chebrolu,Guntur,ANDHRA PRADESH,51
Cheepurupalle,Vizianagaram,ANDHRA PRADESH,9
Chegunta,Medak,TELANGANA,39
Chehra Kalan,Vaishali,BIHAR,4
Chejerla,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Chenani,Udhampur,JAMMU & KASHMIR,9
Chenari,Rohtas,BIHAR,3
Chengalpattu,Kancheepuram,TAMILNADU,2671
Chengam,Tiruvannamalai,TAMILNADU,90
Chengannur,Alappuzha,KERALA,555
Chennai,Chennai,TAMILNADU,16604
Chennekothapalle,Anantapur,ANDHRA PRADESH,21
Chennur,Adilabad,TELANGANA,3
Chennur,Y.S.R.,ANDHRA PRADESH,27
Cheria Bariarpur,Begusarai,BIHAR,1
Cherial,Warangal,TELANGANA,10
Cherla,Bhadradri Kothagudem,TELANGANA,5
Cherthala,Alappuzha,KERALA,681
Cherukupalle H/O Arumbaka,Guntur,ANDHRA PRADESH,19
Chevella,Ranga Reddy,TELANGANA,33
Cheyyar,Tiruvannamalai,TAMILNADU,108
Cheyyur,Kancheepuram,TAMILNADU,159
Chhabra,Baran,RAJASTHAN,5
Chhachhrauli,Yamunanagar,HARYANA,64
Chhamanu,Dhalai,TRIPURA,2
Chhapara,Seoni,MADHYA PRADESH,5
Chhata,Mathura,UTTAR PRADESH,222
Chhatapur,Supaul,BIHAR,10
Chhatargarh,Bikaner,RAJASTHAN,1
Chhatarpur,Chhatarpur,MADHYA PRADESH,54
Chhatarpur,Palamu,JHARKHAND,3
Chhatna,Bankura,WEST BENGAL,25
Chhatroo,Kishtwar,JAMMU & KASHMIR,6
Chhibramau,Kannauj,UTTAR PRADESH,36
Chhindwara,Chhindwara,MADHYA PRADESH,116
Chhipabarod,Baran,RAJASTHAN,1
Chhorahi,Begusarai,BIHAR,1
Chhota Udaipur,Chota Udaipur,GUJARAT,11
Chhuikhadan,Rajnandgaon,CHATTISGARH,2
Chhura,Gariaband,CHATTISGARH,1
Chhuriya,Rajnandgaon,CHATTISGARH,8
Chicholi,Betul,MADHYA PRADESH,2
Chidambaram,Cuddalore,TAMILNADU,443
Chiephobozou,Kohima,NAGALAND,8
Chigurumamidi,Karimnagar,TELANGANA,16
Chikhaldara,Amravati,MAHARASHTRA,2
Chikhli,Buldana,MAHARASHTRA,55
Chikhli,Navsari,GUJARAT,143
Chikkaballapura,Chikkaballapura,KARNATAKA,240
Chikmagalur,Chikkamagaluru,KARNATAKA,253
Chiknayakanhalli,Tumakuru,KARNATAKA,30
Chikodi,Belagavi,KARNATAKA,150
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,144
Chilamathur,Anantapur,ANDHRA PRADESH,31
Chilkur,Nalgonda,TELANGANA,7
Chillakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,37
Chimakurthi,Prakasam,ANDHRA PRADESH,16
Chimur,Chandrapur,MAHARASHTRA,1
Chinaganjam,Prakasam,ANDHRA PRADESH,22
Chincholi,Kalaburagi,KARNATAKA,6
Chinnagottigallu,Chittoor,ANDHRA PRADESH,23
Chinnakodur,Medak,TELANGANA,22
Chinnamandem,Y.S.R.,ANDHRA PRADESH,5
Chinour,Gwalior,MADHYA PRADESH,28
Chinsurah - Magra,Hugli,WEST BENGAL,339
Chintalapudi,West Godavari,ANDHRA PRADESH,11
Chintamani,Chikkaballapura,KARNATAKA,74
Chintapalle,Visakhapatnam,ANDHRA PRADESH,3
Chintha Palle,Nalgonda,TELANGANA,8
Chinthakani,Khammam,TELANGANA,20
Chinthakommadinne,Y.S.R.,ANDHRA PRADESH,59
Chintur,East Godavari,ANDHRA PRADESH,9
Chinyali Saur,Uttarkashi,UTTARAKHAND,4
Chiplun,Ratnagiri,MAHARASHTRA,181
Chippagiri,Kurnool,ANDHRA PRADESH,6
Chiraia,Purba Champaran,BIHAR,1
Chirala,Prakasam,ANDHRA PRADESH,106
Chirawa,Jhunjhunun,RAJASTHAN,62
Chirayinkeezhu,Thiruvananthapuram,KERALA,497
Chirgaon,Shimla,HIMACHAL PRADESH,3
Chitapur,Kalaburagi,KARNATAKA,92
Chitarpur,Ramgarh,JHARKHAND,3
Chitradurga,Chitradurga,KARNATAKA,376
Chittaurgarh,Chittaurgarh,RAJASTHAN,125
Chittoor,Chittoor,ANDHRA PRADESH,276
Chittur,Palakkad,KERALA,128
Chitvel,Y.S.R.,ANDHRA PRADESH,6
Chityal,Warangal,TELANGANA,2
Chityala,Nalgonda,TELANGANA,92
Chivvemla,Nalgonda,TELANGANA,62
Chodavaram,Visakhapatnam,ANDHRA PRADESH,10
Chokpot,South Garo Hills,MEGHALAYA,2
Chomu,Jaipur,RAJASTHAN,103
Chongkham,Lohit,ARUNACHAL PRADESH,2
Chopda,Jalgaon,MAHARASHTRA,10
Choppadandi,Karimnagar,TELANGANA,18
Chopra,Uttar Dinajpur,WEST BENGAL,21
Chorasi,Surat,GUJARAT,1039
Chotila,Surendranagar,GUJARAT,63
Choudwar,Cuttack,ODISHA,38
Choutuppal,Yadadri Bhuvanagiri,TELANGANA,146
Chozuba,Phek,NAGALAND,3
Chuchuyimlang,Mokokchung,NAGALAND,6
Chuda,Surendranagar,GUJARAT,4
Chumukedima,Dimapur,NAGALAND,31
Chunar,Mirzapur,UTTAR PRADESH,73
Chungthang,North  District,SIKKIM,17
Churachandpur,Churachandpur,MANIPUR,36
Churchu,Hazaribagh,JHARKHAND,7
Churu,Churu,RAJASTHAN,11
Civil Lines,CENTRAL,DELHI,2041
Coimbatore North,Coimbatore,TAMILNADU,3565
Coimbatore South,Coimbatore,TAMILNADU,2769
Colgong,Bhagalpur,BIHAR,16
Colliery,Anugul,ODISHA,59
Colonelganj,Gonda,UTTAR PRADESH,20
Connaught Place,New Delhi,DELHI,1198
Contai - I,Purba Medinipur,WEST BENGAL,25
Contai - III,Purba Medinipur,WEST BENGAL,97
Cooch Behar - I,Koch Bihar,WEST BENGAL,45
Cooch Behar - II,Koch Bihar,WEST BENGAL,149
Coonoor,The Nilgiris,TAMILNADU,243
Cuddalore,Cuddalore,TAMILNADU,426
Cumbum,Prakasam,ANDHRA PRADESH,17
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,554
Cuttack Sadar,Cuttack,ODISHA,6
D.Hirehal,Anantapur,ANDHRA PRADESH,9
Dabhoi,Vadodara,GUJARAT,47
Dabhra,Janjgir - Champa,CHATTISGARH,8
Dabwali,Sirsa,HARYANA,44
Dachepalle,Guntur,ANDHRA PRADESH,37
Dadahu,Sirmaur,HIMACHAL PRADESH,1
Dadi,Hazaribagh,JHARKHAND,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,171
Dadri,Charki Dadri,HARYANA,82
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,7911
Dagadarthi,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,15
Dagarua,Purnia,BIHAR,21
Dahanu,Palghar,MAHARASHTRA,150
Dahi,Dhar,MADHYA PRADESH,1
Dakkili,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,9
Dalgaon (Pt),Darrang,ASSAM,14
Dalgaon (Pt),Udalguri,ASSAM,1
Dalhousie,Chamba,HIMACHAL PRADESH,41
Dalmau,Rae Bareli,UTTAR PRADESH,3
Daloda,Mandsaur,MADHYA PRADESH,14
Dalsinghsarai,Samastipur,BIHAR,13
Daman,Daman,DAMAN & DIU,149
Damaragidda,Narayanpet,TELANGANA,1
Dameracherla,Nalgonda,TELANGANA,25
Dammapeta,Bhadradri Kothagudem,TELANGANA,1
Damoh,Damoh,MADHYA PRADESH,45
Damonjodi,Koraput,ODISHA,33
Dandepalle,Adilabad,TELANGANA,5
Danta,Banas Kantha,GUJARAT,78
Danta Ramgarh,Sikar,RAJASTHAN,102
Dantan - I,Medinipur West,WEST BENGAL,32
Dantan - II,Medinipur West,WEST BENGAL,4
Dantewada,Dakshin Bastar Dantewada,CHATTISGARH,10
Dantiwada,Banas Kantha,GUJARAT,3
Dapoli,Ratnagiri,MAHARASHTRA,32
Daporijo,Upper Subansiri,ARUNACHAL PRADESH,1
Daraundha,Siwan,BIHAR,2
Darbhanga,Darbhanga,BIHAR,73
Dariapur,Saran,BIHAR,1
Darjeeling Pulbazar,Darjiling,WEST BENGAL,108
Darlaghat,Solan,HIMACHAL PRADESH,8
Darsi,Prakasam,ANDHRA PRADESH,7
Darwha,Yavatmal,MAHARASHTRA,11
Darya Ganj,Central,DELHI,1483
Dasada,Surendranagar,GUJARAT,43
Dasapalla,Nayagarh,ODISHA,2
Dasda,North Tripura,TRIPURA,2
Daskroi,Ahmadabad,GUJARAT,2122
Daspur - I,Medinipur West,WEST BENGAL,8
Daspur - II,Medinipur West,WEST BENGAL,10
Dasua,Hoshiarpur,PUNJAB,174
Dataganj,Budaun,UTTAR PRADESH,3
Datia,Datia,MADHYA PRADESH,99
Dattirajeru,Vizianagaram,ANDHRA PRADESH,1
Daudnagar,Aurangabad,BIHAR,5
Daund,Pune,MAHARASHTRA,317
Dausa,Dausa,RAJASTHAN,158
Davanagere,Davanagere,KARNATAKA,601
Debai,Bulandshahr,UTTAR PRADESH,11
Debai,BulandshahrAligarh,UTTAR PRADESH,8
Debra,Medinipur West,WEST BENGAL,59
Dediapada,Narmada,GUJARAT,3
Deeg,Bharatpur,RAJASTHAN,22
Deesa,Banas Kantha,GUJARAT,88
Defence Colony,South East,DELHI,5910
Degana,Nagaur,RAJASTHAN,13
Deganga,North Twenty Four Parganas,WEST BENGAL,43
Deglur,Nanded,MAHARASHTRA,9
Dehgam,Gandhinagar,GUJARAT,29
Dehradun,Dehradun,UTTARAKHAND,2921
Dehri,Rohtas,BIHAR,53
Delanga,Puri,ODISHA,6
Delhi Cantonment,NEW DELHI,DELHI,1884
Denduluru,West Godavari,ANDHRA PRADESH,61
Denkada,Vizianagaram,ANDHRA PRADESH,32
Denkanikottai,Krishnagiri,TAMILNADU,94
Deo,Aurangabad,BIHAR,13
Deodar,Banas Kantha,GUJARAT,7
Deogarh,Rajsamand,RAJASTHAN,8
Deoghar,Deoghar,JHARKHAND,72
Deola,Nashik,MAHARASHTRA,43
Deolgaon Raja,Buldana,MAHARASHTRA,33
Deoli,Tonk,RAJASTHAN,25
Deoli,Wardha,MAHARASHTRA,19
Deori,Sagar,MADHYA PRADESH,8
Deoria,Deoria,UTTAR PRADESH,106
Deosar,Singrauli,MADHYA PRADESH,9
Depalpur,Indore,MADHYA PRADESH,88
Dera Baba Nanak,Gurdaspur,PUNJAB,4
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,813
Dera Gopipur,Kangra,HIMACHAL PRADESH,126
Derabish,Kendrapara,ODISHA,1
Derapur,Kanpur Dehat,UTTAR PRADESH,28
Dergaon,Golaghat,ASSAM,34
Desaiganj (Vadasa),Gadchiroli,MAHARASHTRA,8
Deshopran,Purba Medinipur,WEST BENGAL,6
Desri,Vaishali,BIHAR,4
Desuri,Pali,RAJASTHAN,61
Devadurga,Raichur,KARNATAKA,16
Devakottai,Sivaganga,TAMILNADU,47
Devanahalli,Bengaluru Rural,KARNATAKA,609
Devanakonda,Kurnool,ANDHRA PRADESH,3
Devarakonda,Nalgonda,TELANGANA,29
Devarapalle,Visakhapatnam,ANDHRA PRADESH,1
Devarapalle,West Godavari,ANDHRA PRADESH,35
Devarkadra,Mahbubnagar,TELANGANA,10
Devaruppula,Jangoan,TELANGANA,2
Devendranagar,Panna,MADHYA PRADESH,1
Devgad,Sindhudurg,MAHARASHTRA,12
Devgadbaria,Dohad,GUJARAT,74
Devikulam,Idukki,KERALA,315
Devipur,Deoghar,JHARKHAND,20
Devprayag,Tehri Garhwal,UTTARAKHAND,28
Dewas,Dewas,MADHYA PRADESH,316
Dhakuakhana (Pt-I),Lakhimpur,ASSAM,1
Dhalbhumgarh,Purbi Singhbhum,JHARKHAND,20
Dhamangaon Railway,Amravati,MAHARASHTRA,30
Dhamdaha,Purnia,BIHAR,10
Dhamdha,Durg,CHATTISGARH,39
Dhampur,Bijnor,UTTAR PRADESH,145
Dhamtari,Dhamtari,CHATTISGARH,45
Dhanarua,Patna,BIHAR,6
Dhanaulti,Tehri Garhwal,UTTARAKHAND,18
Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH,113
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,366
Dhandhuka,Ahmadabad,GUJARAT,106
Dhanera,Banas Kantha,GUJARAT,17
Dhaniakhali,Hugli,WEST BENGAL,74
Dhanpur,Dohad,GUJARAT,2
Dhansura,Aravalli,GUJARAT,27
Dhanupali,Sambalpur,ODISHA,6
Dhanwada,Narayanpet,TELANGANA,15
Dhar,Dhar,MADHYA PRADESH,289
Dhar Kalan,Pathankot,PUNJAB,3
Dharamgarh,Kalahandi,ODISHA,1
Dharampur,Valsad,GUJARAT,35
Dharampuri,Dhar,MADHYA PRADESH,72
Dharangaon,Jalgaon,MAHARASHTRA,22
Dharapuram,Tiruppur,TAMILNADU,153
Dharbandora,South Goa,GOA,89
Dharchula,Pithoragarh,UTTARAKHAND,9
Dhari,Amreli,GUJARAT,22
Dhari,Nainital,UTTARAKHAND,37
Dhariawad,Pratapgarh,RAJASTHAN,2
Dharmabad,Nanded,MAHARASHTRA,2
Dharmapuri,Dharmapuri,TAMILNADU,430
Dharmapuri,Jagitial,TELANGANA,22
Dharmaram,Peddapalli,TELANGANA,11
Dharmasagar,Warangal,TELANGANA,25
Dharmasala,Jajapur,ODISHA,37
Dharmavaram,Anantapur,ANDHRA PRADESH,73
Dharmsala,Kangra,HIMACHAL PRADESH,326
Dharpalle,Nizamabad,TELANGANA,2
Dharur,Bid,MAHARASHTRA,9
Dharur,Jogulamba Gadwal,TELANGANA,3
Dharur,Rangareddy,TELANGANA,4
Dharwad,Dharwad,KARNATAKA,536
Dhatwal,Hamirpur,HIMACHAL PRADESH,5
Dhaulpur,Dhaulpur,RAJASTHAN,104
Dhaurahara,Kheri,UTTAR PRADESH,3
Dhekiajuli (Pt),Sonitpur,ASSAM,18
Dhemaji,Dhemaji,ASSAM,22
Dhenkanal Sadar,Dhenkanal,ODISHA,51
Dhimarkheda,Katni,MADHYA PRADESH,2
Dhira,Kangra,HIMACHAL PRADESH,1
Dholka,Ahmadabad,GUJARAT,78
Dhone,Kurnool,ANDHRA PRADESH,51
Dhoraji,Rajkot,GUJARAT,29
Dhrangadhra,Surendranagar,GUJARAT,104
Dhrol,Jamnagar,GUJARAT,9
Dhubri (Pt),Dhubri,ASSAM,38
Dhubri (Pt),Kokrajhar,ASSAM,1
Dhule,Dhule,MAHARASHTRA,346
