sdtname,dtname,stname,number_of_cell_towers
Boko,Kamrup,ASSAM,11
Bolpur Sriniketan,Birbhum,WEST BENGAL,42
Bomraspet,Mahbubnagar,TELANGANA,1
Bonakal,Khammam,TELANGANA,8
Bondapalle,Vizianagaram,ANDHRA PRADESH,3
Bongaigaon (Pt),Bongaigaon,ASSAM,2
Bongaon,North Twenty Four Parganas,WEST BENGAL,42
Boniyar,Baramula,JAMMU & KASHMIR,1
Boram,Purbi Singhbhum,JHARKHAND,4
Bordumsa,Changlang,ARUNACHAL PRADESH,3
Boriguma,Koraput,ODISHA,4
Borio,Sahibganj,JHARKHAND,4
Borsad,Anand,GUJARAT,25
Boxanagar,Sipahijala,TRIPURA,2
Brahmagiri,Puri,ODISHA,4
Brahmamgarimattam,Y.S.R.,ANDHRA PRADESH,6
Brahmani Tarang,Sundargarh,ODISHA,4
Brahmapur (M.Corp.),Ganjam,ODISHA,57
Brahmapuri,Chandrapur,MAHARASHTRA,3
Buchinaidu Kandriga,Chittoor,ANDHRA PRADESH,7
Buchireddipalem,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Budgam,Badgam,JAMMU & KASHMIR,177
Budge Budge - I,South Twenty Four Parganas,WEST BENGAL,15
Budhana,Muzaffarnagar,UTTAR PRADESH,27
Budhlada,Mansa,PUNJAB,5
Budni,Sehore,MADHYA PRADESH,26
Buhana,Jhunjhunun,RAJASTHAN,6
Bukkapatnam,Anantapur,ANDHRA PRADESH,1
Bukkaraya Samudram,Anantapur,ANDHRA PRADESH,12
Bulandshahr,Bulandshahr,UTTAR PRADESH,86
Bundi,Bundi,RAJASTHAN,60
Bundu,Ranchi,JHARKHAND,3
Burdwan - I,Purba Bardhaman,WEST BENGAL,152
Burdwan - II,Purba Bardhaman,WEST BENGAL,52
Burgampahad,Bhadradri Kothagudem,TELANGANA,40
Burhanpur,Azamgarh,UTTAR PRADESH,2
Burhanpur,Burhanpur,MADHYA PRADESH,19
Burja,Srikakulam,ANDHRA PRADESH,1
Burla,Sambalpur,ODISHA,5
Burmu,Ranchi,JHARKHAND,3
Burwan,Murshidabad,WEST BENGAL,1
Butchayyapeta,Visakhapatnam,ANDHRA PRADESH,3
Buttayagudem,West Godavari,ANDHRA PRADESH,3
Buxar,Buxar,BIHAR,38
Byadgi,Haveri,KARNATAKA,38
C.R.R.I.,Cuttack,ODISHA,1
CHAMAKHANDI,Ganjam,ODISHA,6
CHHATRAPUR,Ganjam,ODISHA,3
Campierganj,Gorakhpur,UTTAR PRADESH,2
Canacona,South Goa,GOA,12
Canning - I,South Twenty Four Parganas,WEST BENGAL,1
Canning - II,South Twenty Four Parganas,WEST BENGAL,1
Chabua,Dibrugarh,ASSAM,23
Chachaura,Guna,MADHYA PRADESH,2
Chachyot,Mandi,HIMACHAL PRADESH,2
Chadoora,Badgam,JAMMU & KASHMIR,58
Chagalamarri,Kurnool,ANDHRA PRADESH,4
Chagallu,West Godavari,ANDHRA PRADESH,12
Chaibasa,Pashchimi Singhbhum,JHARKHAND,18
Chail,Kaushambi,UTTAR PRADESH,21
Chainpur,Kaimur (Bhabua),BIHAR,1
Chainpur,Palamu,JHARKHAND,1
Chakai,Jamui,BIHAR,16
Chakdah,Nadia,WEST BENGAL,99
Chakia(Pipra),Purba Champaran,BIHAR,14
Chakradharpur,Pashchimi Singhbhum,JHARKHAND,10
Chakrata,Dehradun,UTTARAKHAND,3
Chaksu,Jaipur,RAJASTHAN,52
Chakulia,Purbi Singhbhum,JHARKHAND,8
Chalisgaon,Jalgaon,MAHARASHTRA,19
Chalkusa,Hazaribagh,JHARKHAND,1
Challakere,Chitradurga,KARNATAKA,55
Challapalle,Krishna,ANDHRA PRADESH,6
Chamarajanagar,Chamarajanagara,KARNATAKA,168
Chamaria,Kamrup,ASSAM,1
Chamba,Chamba,HIMACHAL PRADESH,3
Chamkaur Sahib,Rupnagar,PUNJAB,24
Chamoli,Chamoli,UTTARAKHAND,35
Champa,Janjgir - Champa,CHATTISGARH,15
Champawat,Champawat,UTTARAKHAND,5
Champhai,Champhai,MIZORAM,2
Champua,Kendujhar,ODISHA,1
Chanakya Puri,New Delhi,DELHI,636
Chanan,Banka,BIHAR,3
Chanan*,Lakhisarai,BIHAR,7
Chanchal - I,Maldah,WEST BENGAL,2
Chanchal - II,Maldah,WEST BENGAL,6
Chandabali,Bhadrak,ODISHA,10
Chandaka,Khordha,ODISHA,5
Chandam Pet,Nalgonda,TELANGANA,4
Chandankiyari,Bokaro,JHARKHAND,7
Chandanpur,Puri,ODISHA,11
Chandauli,Chandauli,UTTAR PRADESH,97
Chandausi,Moradabad,UTTAR PRADESH,6
Chandgad,Kolhapur,MAHARASHTRA,1
Chandi,Nalanda,BIHAR,3
Chandia,Umaria,MADHYA PRADESH,1
Chandigarh,Chandigarh,CHANDIGARH,1088
Chandil,Saraikela-Kharsawan,JHARKHAND,21
Chandipur,Purba Medinipur,WEST BENGAL,20
Chanditala - I,Hugli,WEST BENGAL,18
Chanditala - II,Hugli,WEST BENGAL,66
Chandpur,Bijnor,UTTAR PRADESH,33
Chandragiri,Chittoor,ANDHRA PRADESH,51
Chandrapur,Chandrapur,MAHARASHTRA,46
Chandrapur,Nalbari,ASSAM,1
Chandrapura,Bokaro,JHARKHAND,4
Chandur,Nalgonda,TELANGANA,3
Chandur Railway,Amravati,MAHARASHTRA,5
Chandurbazar,Amravati,MAHARASHTRA,2
Chandurthi,Rajanna Sircilla,TELANGANA,3
Chandvad,Nashik,MAHARASHTRA,1
Chandwa,Latehar,JHARKHAND,3
Chandwara,Kodarma,JHARKHAND,7
Changanassery,Kottayam,KERALA,9
Changtongya,Mokokchung,NAGALAND,7
Chanho,Ranchi,JHARKHAND,5
Channagiri,Davanagere,KARNATAKA,26
Channapatna,Ramanagara,KARNATAKA,178
Channarayapatna,Hassan,KARNATAKA,109
Chanpatia,Pashchim Champaran,BIHAR,3
Chapad,Y.S.R.,ANDHRA PRADESH,4
Chapar (Pt),Dhubri,ASSAM,2
Chapra,Nadia,WEST BENGAL,5
Chapra,Saran,BIHAR,42
Charama,Uttar Bastar Kanker,CHATTISGARH,3
Chariduar,Sonitpur,ASSAM,3
Charminar,Hyderabad,TELANGANA,89
Charpokhari,Bhojpur,BIHAR,4
Chas,Bokaro,JHARKHAND,116
Chatra,Chatra,JHARKHAND,3
Chaupal,Shimla,HIMACHAL PRADESH,3
Chauparan,Hazaribagh,JHARKHAND,10
Chaurah,Chamba,HIMACHAL PRADESH,14
Chaurai,Chhindwara,MADHYA PRADESH,1
Chauri Chaura,Gorakhpur,UTTAR PRADESH,18
Chausa,Buxar,BIHAR,2
Chausa,Madhepura,BIHAR,2
Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,8
Chavakkad,Thrissur,KERALA,6
Chebrolu,Guntur,ANDHRA PRADESH,36
Cheepurupalle,Vizianagaram,ANDHRA PRADESH,3
Chegunta,Medak,TELANGANA,18
Chehra Kalan,Vaishali,BIHAR,4
Chejerla,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,2
Chenani,Udhampur,JAMMU & KASHMIR,8
Chenari,Rohtas,BIHAR,3
Chengalpattu,Kancheepuram,TAMILNADU,1292
Chengam,Tiruvannamalai,TAMILNADU,44
Chengannur,Alappuzha,KERALA,7
Chennai,Chennai,TAMILNADU,7610
Chennekothapalle,Anantapur,ANDHRA PRADESH,4
Chennur,Adilabad,TELANGANA,2
Chennur,Y.S.R.,ANDHRA PRADESH,12
Cheria Bariarpur,Begusarai,BIHAR,1
Cherial,Warangal,TELANGANA,6
Cherla,Bhadradri Kothagudem,TELANGANA,5
Cherthala,Alappuzha,KERALA,44
Cherukupalle H/O Arumbaka,Guntur,ANDHRA PRADESH,16
Chevella,Ranga Reddy,TELANGANA,15
Cheyyar,Tiruvannamalai,TAMILNADU,77
Cheyyur,Kancheepuram,TAMILNADU,93
Chhabra,Baran,RAJASTHAN,5
Chhachhrauli,Yamunanagar,HARYANA,26
Chhata,Mathura,UTTAR PRADESH,115
Chhatapur,Supaul,BIHAR,9
Chhatargarh,Bikaner,RAJASTHAN,1
Chhatarpur,Chhatarpur,MADHYA PRADESH,10
Chhatarpur,Palamu,JHARKHAND,3
Chhatna,Bankura,WEST BENGAL,10
Chhatroo,Kishtwar,JAMMU & KASHMIR,6
Chhibramau,Kannauj,UTTAR PRADESH,8
Chhindwara,Chhindwara,MADHYA PRADESH,31
Chhipabarod,Baran,RAJASTHAN,1
Chhorahi,Begusarai,BIHAR,1
Chhura,Gariaband,CHATTISGARH,1
Chhuriya,Rajnandgaon,CHATTISGARH,5
Chidambaram,Cuddalore,TAMILNADU,251
Chiephobozou,Kohima,NAGALAND,3
Chigurumamidi,Karimnagar,TELANGANA,11
Chikhli,Buldana,MAHARASHTRA,3
Chikhli,Navsari,GUJARAT,25
Chikkaballapura,Chikkaballapura,KARNATAKA,203
Chikmagalur,Chikkamagaluru,KARNATAKA,131
Chiknayakanhalli,Tumakuru,KARNATAKA,29
Chikodi,Belagavi,KARNATAKA,91
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,73
Chilamathur,Anantapur,ANDHRA PRADESH,25
Chilkur,Nalgonda,TELANGANA,3
Chillakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,24
Chimakurthi,Prakasam,ANDHRA PRADESH,3
Chinaganjam,Prakasam,ANDHRA PRADESH,16
Chincholi,Kalaburagi,KARNATAKA,6
Chinnagottigallu,Chittoor,ANDHRA PRADESH,16
Chinnakodur,Medak,TELANGANA,11
Chinnamandem,Y.S.R.,ANDHRA PRADESH,5
Chinour,Gwalior,MADHYA PRADESH,10
Chinsurah - Magra,Hugli,WEST BENGAL,111
Chintalapudi,West Godavari,ANDHRA PRADESH,3
Chintamani,Chikkaballapura,KARNATAKA,67
Chintha Palle,Nalgonda,TELANGANA,4
Chinthakani,Khammam,TELANGANA,5
Chinthakommadinne,Y.S.R.,ANDHRA PRADESH,27
Chiplun,Ratnagiri,MAHARASHTRA,35
Chippagiri,Kurnool,ANDHRA PRADESH,2
Chiraia,Purba Champaran,BIHAR,1
Chirala,Prakasam,ANDHRA PRADESH,70
Chirawa,Jhunjhunun,RAJASTHAN,40
Chirayinkeezhu,Thiruvananthapuram,KERALA,9
Chirgaon,Shimla,HIMACHAL PRADESH,3
Chitapur,Kalaburagi,KARNATAKA,89
Chitarpur,Ramgarh,JHARKHAND,2
Chitradurga,Chitradurga,KARNATAKA,278
Chittaurgarh,Chittaurgarh,RAJASTHAN,95
Chittoor,Chittoor,ANDHRA PRADESH,131
Chittur,Palakkad,KERALA,13
Chityal,Warangal,TELANGANA,2
Chityala,Nalgonda,TELANGANA,27
Chivvemla,Nalgonda,TELANGANA,45
Chodavaram,Visakhapatnam,ANDHRA PRADESH,6
Chomu,Jaipur,RAJASTHAN,79
Chongkham,Lohit,ARUNACHAL PRADESH,2
Chopda,Jalgaon,MAHARASHTRA,1
Choppadandi,Karimnagar,TELANGANA,17
Chopra,Uttar Dinajpur,WEST BENGAL,13
Chorasi,Surat,GUJARAT,234
Chotila,Surendranagar,GUJARAT,14
Choudwar,Cuttack,ODISHA,20
Choutuppal,Yadadri Bhuvanagiri,TELANGANA,72
Chozuba,Phek,NAGALAND,3
Chuchuyimlang,Mokokchung,NAGALAND,5
Chuda,Surendranagar,GUJARAT,1
Chumukedima,Dimapur,NAGALAND,19
Chunar,Mirzapur,UTTAR PRADESH,37
Chungthang,North  District,SIKKIM,11
Churachandpur,Churachandpur,MANIPUR,32
Churchu,Hazaribagh,JHARKHAND,7
Churu,Churu,RAJASTHAN,9
Civil Lines,CENTRAL,DELHI,685
Coimbatore North,Coimbatore,TAMILNADU,1739
Coimbatore South,Coimbatore,TAMILNADU,1371
Colgong,Bhagalpur,BIHAR,12
Colliery,Anugul,ODISHA,14
Colonelganj,Gonda,UTTAR PRADESH,5
Connaught Place,New Delhi,DELHI,516
Contai - I,Purba Medinipur,WEST BENGAL,10
Contai - III,Purba Medinipur,WEST BENGAL,52
Cooch Behar - I,Koch Bihar,WEST BENGAL,27
Cooch Behar - II,Koch Bihar,WEST BENGAL,72
Coonoor,The Nilgiris,TAMILNADU,118
Cuddalore,Cuddalore,TAMILNADU,199
Cumbum,Prakasam,ANDHRA PRADESH,6
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,111
Cuttack Sadar,Cuttack,ODISHA,3
D.Hirehal,Anantapur,ANDHRA PRADESH,8
Dabhoi,Vadodara,GUJARAT,7
Dabhra,Janjgir - Champa,CHATTISGARH,5
Dabwali,Sirsa,HARYANA,9
Dachepalle,Guntur,ANDHRA PRADESH,23
Dadahu,Sirmaur,HIMACHAL PRADESH,1
Dadi,Hazaribagh,JHARKHAND,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,12
Dadri,Charki Dadri,HARYANA,22
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,3589
Dagadarthi,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Dagarua,Purnia,BIHAR,20
Dahanu,Palghar,MAHARASHTRA,46
Dakkili,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,5
Dalgaon (Pt),Darrang,ASSAM,10
Dalhousie,Chamba,HIMACHAL PRADESH,14
Dalmau,Rae Bareli,UTTAR PRADESH,1
Daloda,Mandsaur,MADHYA PRADESH,2
Dalsinghsarai,Samastipur,BIHAR,12
Daman,Daman,DAMAN & DIU,19
Damaragidda,Narayanpet,TELANGANA,1
Dameracherla,Nalgonda,TELANGANA,9
Damoh,Damoh,MADHYA PRADESH,7
Damonjodi,Koraput,ODISHA,6
Dandepalle,Adilabad,TELANGANA,5
Danta,Banas Kantha,GUJARAT,23
Danta Ramgarh,Sikar,RAJASTHAN,93
Dantan - I,Medinipur West,WEST BENGAL,16
Dantan - II,Medinipur West,WEST BENGAL,4
Dapoli,Ratnagiri,MAHARASHTRA,5
Daraundha,Siwan,BIHAR,1
Darbhanga,Darbhanga,BIHAR,54
Dariapur,Saran,BIHAR,1
Darjeeling Pulbazar,Darjiling,WEST BENGAL,45
Darlaghat,Solan,HIMACHAL PRADESH,8
Darsi,Prakasam,ANDHRA PRADESH,2
Darwha,Yavatmal,MAHARASHTRA,4
Darya Ganj,Central,DELHI,611
Dasada,Surendranagar,GUJARAT,3
Dasapalla,Nayagarh,ODISHA,1
Dasda,North Tripura,TRIPURA,2
Daskroi,Ahmadabad,GUJARAT,401
Daspur - I,Medinipur West,WEST BENGAL,2
Daspur - II,Medinipur West,WEST BENGAL,4
Dasua,Hoshiarpur,PUNJAB,62
Dataganj,Budaun,UTTAR PRADESH,3
Datia,Datia,MADHYA PRADESH,23
Dattirajeru,Vizianagaram,ANDHRA PRADESH,1
Daudnagar,Aurangabad,BIHAR,5
Daund,Pune,MAHARASHTRA,34
Dausa,Dausa,RAJASTHAN,111
Davanagere,Davanagere,KARNATAKA,326
Debai,Bulandshahr,UTTAR PRADESH,1
Debai,BulandshahrAligarh,UTTAR PRADESH,4
Debra,Medinipur West,WEST BENGAL,28
Deeg,Bharatpur,RAJASTHAN,10
Deesa,Banas Kantha,GUJARAT,9
Defence Colony,South East,DELHI,2943
Degana,Nagaur,RAJASTHAN,13
Deganga,North Twenty Four Parganas,WEST BENGAL,4
Deglur,Nanded,MAHARASHTRA,1
Dehgam,Gandhinagar,GUJARAT,2
Dehradun,Dehradun,UTTARAKHAND,1690
Dehri,Rohtas,BIHAR,43
Delanga,Puri,ODISHA,1
Delhi Cantonment,NEW DELHI,DELHI,729
Denduluru,West Godavari,ANDHRA PRADESH,17
Denkada,Vizianagaram,ANDHRA PRADESH,14
Denkanikottai,Krishnagiri,TAMILNADU,59
Deo,Aurangabad,BIHAR,13
Deogarh,Rajsamand,RAJASTHAN,8
Deoghar,Deoghar,JHARKHAND,62
Deola,Nashik,MAHARASHTRA,2
Deoli,Tonk,RAJASTHAN,18
Deoli,Wardha,MAHARASHTRA,6
Deori,Sagar,MADHYA PRADESH,8
Deoria,Deoria,UTTAR PRADESH,33
Deosar,Singrauli,MADHYA PRADESH,7
Depalpur,Indore,MADHYA PRADESH,53
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,308
Dera Gopipur,Kangra,HIMACHAL PRADESH,88
Derabish,Kendrapara,ODISHA,1
Derapur,Kanpur Dehat,UTTAR PRADESH,16
Dergaon,Golaghat,ASSAM,24
Deshopran,Purba Medinipur,WEST BENGAL,5
Desri,Vaishali,BIHAR,4
Desuri,Pali,RAJASTHAN,38
Devadurga,Raichur,KARNATAKA,16
Devakottai,Sivaganga,TAMILNADU,5
Devanahalli,Bengaluru Rural,KARNATAKA,481
Devarakonda,Nalgonda,TELANGANA,8
Devarapalle,West Godavari,ANDHRA PRADESH,20
Devarkadra,Mahbubnagar,TELANGANA,3
Devaruppula,Jangoan,TELANGANA,2
Devgad,Sindhudurg,MAHARASHTRA,1
Devgadbaria,Dohad,GUJARAT,1
Devikulam,Idukki,KERALA,3
Devipur,Deoghar,JHARKHAND,20
Devprayag,Tehri Garhwal,UTTARAKHAND,8
Dewas,Dewas,MADHYA PRADESH,70
Dhalbhumgarh,Purbi Singhbhum,JHARKHAND,20
Dhamangaon Railway,Amravati,MAHARASHTRA,13
Dhamdaha,Purnia,BIHAR,10
Dhamdha,Durg,CHATTISGARH,13
Dhampur,Bijnor,UTTAR PRADESH,51
Dhamtari,Dhamtari,CHATTISGARH,18
Dhanarua,Patna,BIHAR,6
Dhanaulti,Tehri Garhwal,UTTARAKHAND,9
Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH,36
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,230
Dhandhuka,Ahmadabad,GUJARAT,29
Dhanera,Banas Kantha,GUJARAT,1
Dhaniakhali,Hugli,WEST BENGAL,45
Dhansura,Aravalli,GUJARAT,1
Dhanupali,Sambalpur,ODISHA,4
Dhanwada,Narayanpet,TELANGANA,5
Dhar,Dhar,MADHYA PRADESH,114
Dhar Kalan,Pathankot,PUNJAB,1
Dharamgarh,Kalahandi,ODISHA,1
Dharampuri,Dhar,MADHYA PRADESH,14
Dharangaon,Jalgaon,MAHARASHTRA,1
Dharapuram,Tiruppur,TAMILNADU,54
Dharbandora,South Goa,GOA,15
Dhari,Amreli,GUJARAT,7
Dhari,Nainital,UTTARAKHAND,22
Dhariawad,Pratapgarh,RAJASTHAN,2
Dharmapuri,Dharmapuri,TAMILNADU,180
Dharmapuri,Jagitial,TELANGANA,20
Dharmaram,Peddapalli,TELANGANA,9
Dharmasagar,Warangal,TELANGANA,14
Dharmasala,Jajapur,ODISHA,18
Dharmavaram,Anantapur,ANDHRA PRADESH,28
Dharmsala,Kangra,HIMACHAL PRADESH,93
Dharur,Jogulamba Gadwal,TELANGANA,1
Dharur,Rangareddy,TELANGANA,3
Dharwad,Dharwad,KARNATAKA,352
Dhatwal,Hamirpur,HIMACHAL PRADESH,4
Dhaulpur,Dhaulpur,RAJASTHAN,85
Dhekiajuli (Pt),Sonitpur,ASSAM,7
Dhemaji,Dhemaji,ASSAM,21
Dhenkanal Sadar,Dhenkanal,ODISHA,14
Dholka,Ahmadabad,GUJARAT,24
Dhone,Kurnool,ANDHRA PRADESH,12
Dhrangadhra,Surendranagar,GUJARAT,11
Dhrol,Jamnagar,GUJARAT,3
Dhubri (Pt),Dhubri,ASSAM,37
Dhubri (Pt),Kokrajhar,ASSAM,1
Dhule,Dhule,MAHARASHTRA,17
Dhupguri,Jalpaiguri,WEST BENGAL,50
Dhuri,Sangrur,PUNJAB,11
Diamond Harbour - I,South Twenty Four Parganas,WEST BENGAL,23
Diamond Harbour - II,South Twenty Four Parganas,WEST BENGAL,21
Dibrugarh East,Dibrugarh,ASSAM,101
Dibrugarh West,Dibrugarh,ASSAM,6
Dichpalle,Nizamabad,TELANGANA,44
Didihat,Pithoragarh,UTTARAKHAND,7
Didwana,Nagaur,RAJASTHAN,33
Dighalbank,Kishanganj,BIHAR,1
Dighwara,Saran,BIHAR,1
Digod,Kota,RAJASTHAN,4
Dilawarpur,Adilabad,TELANGANA,10
Dimapur Sadar,Dimapur,NAGALAND,48
Dinapur-Cum-Khagaul,Patna,BIHAR,160
Dinara,Rohtas,BIHAR,2
Dindigul,Dindigul,TAMILNADU,181
Dindori,Nashik,MAHARASHTRA,7
Dinhata - I,Koch Bihar,WEST BENGAL,24
Dinhata - II,Koch Bihar,WEST BENGAL,15
Diphu,Karbi Anglong,ASSAM,1
Dirang,West Kameng,ARUNACHAL PRADESH,4
Dispur,Kamrup Metropolitan,ASSAM,36
Diu,Diu,DAMAN & DIU,5
Diyun,Changlang,ARUNACHAL PRADESH,2
Dobhi,Gaya,BIHAR,14
Doboka,Nagaon,ASSAM,3
Dod Ballapur,Bengaluru Rural,KARNATAKA,261
Doda,Doda,JAMMU & KASHMIR,8
Dohad,Dohad,GUJARAT,19
Doimukh,Papum Pare,ARUNACHAL PRADESH,11
Dolariya,Hoshangabad,MADHYA PRADESH,4
Domariyaganj,Siddharthnagar,UTTAR PRADESH,4
Domchanch,Kodarma,JHARKHAND,6
Domjur,Haora,WEST BENGAL,42
Domkal,Murshidabad,WEST BENGAL,9
Dongargaon,Rajnandgaon,CHATTISGARH,5
Dongargarh,Rajnandgaon,CHATTISGARH,8
Donka,Karbi Anglong,ASSAM,17
Doom Dooma,Tinsukia,ASSAM,13
Dooru,Anantnag,JAMMU & KASHMIR,3
Doravarisatram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,4
Dornakal,Warangal,TELANGANA,3
Dornala,Prakasam,ANDHRA PRADESH,4
Dotoma,Kokrajhar,ASSAM,10
Doulathabad,Mahbubnagar,TELANGANA,1
Dubbak,Medak,TELANGANA,7
Dubrajpur,Birbhum,WEST BENGAL,9
Dudhi,Sonbhadra,UTTAR PRADESH,3
Dudhnai,Goalpara,ASSAM,4
Duggirala,Guntur,ANDHRA PRADESH,23
Duggondi,Warangal,TELANGANA,1
Dukli,West Tripura,TRIPURA,18
Dulhin Bazar,Patna,BIHAR,1
Dulmi,Ramgarh,JHARKHAND,7
Dumka,Dumka,JHARKHAND,52
Dummugudem,Bhadradri Kothagudem,TELANGANA,5
Dumra,Sitamarhi,BIHAR,29
Dumraon,Buxar,BIHAR,17
Dumri,Giridih,JHARKHAND,42
Dungarpur,Dungarpur,RAJASTHAN,24
Dungla,Chittaurgarh,RAJASTHAN,18
Dunguripali,Subarnapur,ODISHA,1
Durg,Durg,CHATTISGARH,224
Durgawati,Kaimur (Bhabua),BIHAR,25
Durgi,Guntur,ANDHRA PRADESH,2
Duvvur,Y.S.R.,ANDHRA PRADESH,6
Dwarakatirumala,West Godavari,ANDHRA PRADESH,11
Edappadi,Salem,TAMILNADU,42
Edlapadu,Guntur,ANDHRA PRADESH,14
Egra - I,Purba Medinipur,WEST BENGAL,28
Egra - II,Purba Medinipur,WEST BENGAL,2
Ekangarsarai,Nalanda,BIHAR,7
Ekma,Saran,BIHAR,9
Elkathurthi,WARANGAL URBAN,TELANGANA,10
Ellenabad,Sirsa,HARYANA,4
Eluru,West Godavari,ANDHRA PRADESH,91
English Bazar,Maldah,WEST BENGAL,78
Erandol,Jalgaon,MAHARASHTRA,1
Ernad,Malappuram,KERALA,18
Erode,Erode,TAMILNADU,435
Ersama,Jagatsinghapur,ODISHA,2
Etah,Etah,UTTAR PRADESH,9
Etawah,Etawah,UTTAR PRADESH,152
Etcherla,Srikakulam,ANDHRA PRADESH,15
Etmadpur,Agra,UTTAR PRADESH,226
Ettayapuram,Thoothukkudi,TAMILNADU,23
Faizabad,Faizabad,UTTAR PRADESH,58
Falakata,Alipurduar,WEST BENGAL,28
Falta,South Twenty Four Parganas,WEST BENGAL,19
Farakka,Murshidabad,WEST BENGAL,3
Faridabad,Faridabad,HARYANA,1317
Faridkot,Faridkot,PUNJAB,23
Faridpur,Bareilly,UTTAR PRADESH,16
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,294
Farooqnagar,Ranga Reddy,TELANGANA,41
Farrukhabad,Farrukhabad,UTTAR PRADESH,44
Farrukhnagar,Gurgaon,HARYANA,45
Fatehabad,Agra,UTTAR PRADESH,6
Fatehabad,Fatehabad,HARYANA,51
Fatehgarh,Jaisalmer,RAJASTHAN,1
Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB,38
Fatehpur,Bara Banki,UTTAR PRADESH,2
Fatehpur,Fatehpur,UTTAR PRADESH,15
Fatehpur,Gaya,BIHAR,5
Fatehpur,Jamtara,JHARKHAND,1
Fatehpur,Kangra,HIMACHAL PRADESH,5
Fatehpur,Sikar,RAJASTHAN,66
Fatehpur Pundri,Kaithal,HARYANA,6
Fatwah,Patna,BIHAR,15
Fazilka,Fazilka,PUNJAB,5
Ferozepur Jhirka,Nuh,HARYANA,1
Firozabad,Firozabad,UTTAR PRADESH,131
Firozpur,Firozpur,PUNJAB,7
Forbesganj,Araria,BIHAR,37
G.Konduru,Krishna,ANDHRA PRADESH,9
GANJAM,Ganjam,ODISHA,3
GOLANTHARA,Ganjam,ODISHA,8
GOPALPUR,Ganjam,ODISHA,5
Gabhana,Aligarh,UTTAR PRADESH,14
Gadag,Gadag,KARNATAKA,103
Gadarpur,Udham Singh Nagar,UTTARAKHAND,2
Gadarwara,Narsimhapur,MADHYA PRADESH,6
Gadhada,Botad,GUJARAT,1
Gadhinglaj,Kolhapur,MAHARASHTRA,4
Gadivemula,Kurnool,ANDHRA PRADESH,4
Gadwal,Jogulamba Gadwal,TELANGANA,37
Gaighat,Muzaffarpur,BIHAR,3
Gaighata,North Twenty Four Parganas,WEST BENGAL,16
Gajapathinagaram,Vizianagaram,ANDHRA PRADESH,7
Gajuwaka,Visakhapatnam,ANDHRA PRADESH,208
Gajwel,Medak,TELANGANA,42
Galiveedu,Y.S.R.,ANDHRA PRADESH,3
Galore,Hamirpur,HIMACHAL PRADESH,2
Galsi - I,Purba Bardhaman,WEST BENGAL,51
Galsi - II,Purba Bardhaman,WEST BENGAL,34
Gambegre,West Garo Hills,MEGHALAYA,1
Gambhiraopet,Rajanna Sircilla,TELANGANA,2
Ganapavaram,West Godavari,ANDHRA PRADESH,6
Ganaur,Sonipat,HARYANA,64
Gandarvakkottai,Pudukkottai,TAMILNADU,1
Gandeed,MAHABUBNAGAR,TELANGANA,5
Gandepalle,East Godavari,ANDHRA PRADESH,22
Ganderbal,Ganderbal,JAMMU & KASHMIR,31
Gandevi,Navsari,GUJARAT,30
Gandhi Nagar,EAST,DELHI,519
Gandhidham,Kachchh,GUJARAT,19
Gandhinagar,Gandhinagar,GUJARAT,202
Gandhwani,Dhar,MADHYA PRADESH,1
Gangadhara,Karimnagar,TELANGANA,9
Gangadhara Nellore,Chittoor,ANDHRA PRADESH,8
Gangajalghati,Bankura,WEST BENGAL,17
Ganganagar,Ganganagar,RAJASTHAN,63
Gangapur,Aurangabad,MAHARASHTRA,26
Gangapur,Sawai Madhopur,RAJASTHAN,34
Gangarampur,Dakshin Dinajpur,WEST BENGAL,17
Gangavalli,Salem,TAMILNADU,1
Gangavaram,Chittoor,ANDHRA PRADESH,33
Gangawati,Koppal,KARNATAKA,100
Gangdhar,Jhalawar,RAJASTHAN,6
Gangrar,Chittaurgarh,RAJASTHAN,31
Gangtok,East District,SIKKIM,115
Ganguvarisigadam,Srikakulam,ANDHRA PRADESH,2
Gannavaram,Krishna,ANDHRA PRADESH,44
Gantyada,Vizianagaram,ANDHRA PRADESH,1
Garbeta - I,Medinipur West,WEST BENGAL,1
Garbeta - III,Medinipur West,WEST BENGAL,11
Garhani,Bhojpur,BIHAR,5
Garhi,Banswara,RAJASTHAN,24
Garhmukteshwar,Hapur,UTTAR PRADESH,88
