sdtname,dtname,stname,number_of_cell_towers
Atpadi,Sangli,MAHARASHTRA,2
Aurangabad,Aurangabad,MAHARASHTRA,1
Ausa,Latur,MAHARASHTRA,1
Avanigadda,Krishna,ANDHRA PRADESH,1
Awantipora,Pulwama,JAMMU & KASHMIR,1
BHANJANAGAR,Ganjam,ODISHA,1
Bada Malhera,Chhatarpur,MADHYA PRADESH,1
Badarwas,Shivpuri,MADHYA PRADESH,2
Baddi,Solan,HIMACHAL PRADESH,2
Badwara,Katni,MADHYA PRADESH,1
Bagaha,Pashchim Champaran,BIHAR,1
Bagalkot,Bagalkote,KARNATAKA,1
Baghmara-Cum-Katras,Dhanbad,JHARKHAND,1
Bagnan - I,Haora,WEST BENGAL,1
Bahadurgarh,Jhajjar,HARYANA,1
Bahadurpur,Darbhanga,BIHAR,1
Bahraich,Bahraich,UTTAR PRADESH,1
Bairgania,Sitamarhi,BIHAR,1
Bakhri,Begusarai,BIHAR,1
Balaghat,Balaghat,MADHYA PRADESH,1
Balangir,Balangir,ODISHA,1
Balapur,Akola,MAHARASHTRA,1
Balasinor,Mahisagar,GUJARAT,1
Baleshwar (M),Baleshwar,ODISHA,1
Bali Chowki,Mandi,HIMACHAL PRADESH,1
Balia,Begusarai,BIHAR,1
Balrampur,Balrampur,UTTAR PRADESH,1
Balurghat,Dakshin Dinajpur,WEST BENGAL,1
Banaganapalle,Kurnool,ANDHRA PRADESH,1
Banda,Banda,UTTAR PRADESH,1
Bangalore East,Bangalore,KARNATAKA,1
Bangalore North,Bangalore,KARNATAKA,2
Bangarapet,Kolar,KARNATAKA,1
Banka,Banka,BIHAR,1
Bankura - I,Bankura,WEST BENGAL,1
Bantwaram,Rangareddy,TELANGANA,1
Bapatla,Guntur,ANDHRA PRADESH,1
Barahiya,Lakhisarai,BIHAR,1
Baramati,Pune,MAHARASHTRA,1
Baramulla,Baramula,JAMMU & KASHMIR,1
Barara,Ambala,HARYANA,2
Barauli,Gopalganj,BIHAR,1
Barbigha,Sheikhpura,BIHAR,1
Bardoli,Surat,GUJARAT,1
Bareilly,Bareilly,UTTAR PRADESH,1
Bargarh,Bargarh,ODISHA,1
Barh,Patna,BIHAR,1
Baripada Town,Mayurbhanj,ODISHA,1
Barnagar (Pt),Baksa,ASSAM,2
Barnagar (Pt),Barpeta,ASSAM,2
Barpeta,Barpeta,ASSAM,1
Barshitakli,Akola,MAHARASHTRA,1
Baruraj (Motipur),Muzaffarpur,BIHAR,1
Barwaha,West Nimar,MADHYA PRADESH,1
Basmath,Hingoli,MAHARASHTRA,1
Basoda,Vidisha,MADHYA PRADESH,1
Basti,Basti,UTTAR PRADESH,1
Bavla,Ahmadabad,GUJARAT,1
Bazarhathnoor,Adilabad,TELANGANA,1
Begusarai,Begusarai,BIHAR,1
Behea,Bhojpur,BIHAR,1
Behror,Alwar,RAJASTHAN,1
Bellary,Ballari,KARNATAKA,1
Belsand,Sitamarhi,BIHAR,1
Benipur,Darbhanga,BIHAR,1
Berasia,Bhopal,MADHYA PRADESH,2
Berhampore,Murshidabad,WEST BENGAL,1
Bermo,Bokaro,JHARKHAND,1
Bettiah,Pashchim Champaran,BIHAR,1
Bhachau,Kachchh,GUJARAT,1
Bhaderwah,Doda,JAMMU & KASHMIR,1
Bhadravati,Shivamogga,KARNATAKA,1
Bhalai,Chamba,HIMACHAL PRADESH,1
Bhalukpong,West Kameng,ARUNACHAL PRADESH,1
Bhandara,Bhandara,MAHARASHTRA,5
Bharuch,Bharuch,GUJARAT,2
Bhatkal,Uttara Kannada,KARNATAKA,1
Bhavnagar,Bhavnagar,GUJARAT,1
Bhilwara,Bhilwara,RAJASTHAN,1
Bhimavaram,West Godavari,ANDHRA PRADESH,1
Bhimini,Adilabad,TELANGANA,1
Bhiwandi,Thane,MAHARASHTRA,2
Bhokardan,Jalna,MAHARASHTRA,2
Bhor,Pune,MAHARASHTRA,1
Bhubaneswar (M.Corp.),Khordha,ODISHA,1
Bhuj,Kachchh,GUJARAT,2
Bhum,Osmanabad,MAHARASHTRA,1
Bhusawal,Jalgaon,MAHARASHTRA,2
Biaora,Rajgarh,MADHYA PRADESH,2
Bid,Bid,MAHARASHTRA,2
Bihar,Nalanda,BIHAR,1
Bihta,Patna,BIHAR,1
Bijapur,Vijayapura,KARNATAKA,1
Bikaner,Bikaner,RAJASTHAN,1
Bikramganj,Rohtas,BIHAR,1
Bilaspur,Bilaspur,CHATTISGARH,1
Birpur,Begusarai,BIHAR,1
Birsinghpur,Satna,MADHYA PRADESH,1
Bishalgarh,Sipahijala,TRIPURA,1
Bishrampur,Palamu,JHARKHAND,1
Biswanath,Sonitpur,ASSAM,2
Bobbili,Vizianagaram,ANDHRA PRADESH,1
Bodh Gaya,Gaya,BIHAR,1
Boitamari,Bongaigaon,ASSAM,1
Bolpur Sriniketan,Birbhum,WEST BENGAL,1
Bondapalle,Vizianagaram,ANDHRA PRADESH,1
Borio,Sahibganj,JHARKHAND,1
Borsad,Anand,GUJARAT,1
Botad,Botad,GUJARAT,1
Brahmapur (M.Corp.),Ganjam,ODISHA,1
Buldana,Buldana,MAHARASHTRA,3
Bundi,Bundi,RAJASTHAN,1
Burdwan - I,Purba Bardhaman,WEST BENGAL,1
Burhanpur,Burhanpur,MADHYA PRADESH,1
Buxar,Buxar,BIHAR,1
Chachaura,Guna,MADHYA PRADESH,1
Chaibasa,Pashchimi Singhbhum,JHARKHAND,1
Chamba,Chamba,HIMACHAL PRADESH,1
Chandauli,Chandauli,UTTAR PRADESH,1
Chandigarh,Chandigarh,CHANDIGARH,1
Chandrapur,Chandrapur,MAHARASHTRA,2
Chandrapur,Nalbari,ASSAM,1
Chandur Railway,Amravati,MAHARASHTRA,2
Chandurbazar,Amravati,MAHARASHTRA,2
Chandvad,Nashik,MAHARASHTRA,1
Chandwa,Latehar,JHARKHAND,1
Changanassery,Kottayam,KERALA,1
Channagiri,Davanagere,KARNATAKA,1
Chapad,Y.S.R.,ANDHRA PRADESH,1
Chapra,Nadia,WEST BENGAL,1
Chas,Bokaro,JHARKHAND,1
Chatra,Chatra,JHARKHAND,1
Chauparan,Hazaribagh,JHARKHAND,1
Chavakkad,Thrissur,KERALA,7
Chenga,Barpeta,ASSAM,1
Chennai,Chennai,TAMILNADU,1
Cherthala,Alappuzha,KERALA,4
Chhatarpur,Chhatarpur,MADHYA PRADESH,1
Chhindwara,Chhindwara,MADHYA PRADESH,1
Chhota Udaipur,Chota Udaipur,GUJARAT,1
Chikhaldara,Amravati,MAHARASHTRA,2
Chikhli,Buldana,MAHARASHTRA,2
Chikhli,Navsari,GUJARAT,1
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,1
Chimakurthi,Prakasam,ANDHRA PRADESH,1
Chintalapudi,West Godavari,ANDHRA PRADESH,1
Chiplun,Ratnagiri,MAHARASHTRA,1
Chirayinkeezhu,Thiruvananthapuram,KERALA,4
Chittoor,Chittoor,ANDHRA PRADESH,1
Chodavaram,Visakhapatnam,ANDHRA PRADESH,1
Chopda,Jalgaon,MAHARASHTRA,1
Chotila,Surendranagar,GUJARAT,1
Chumukedima,Dimapur,NAGALAND,1
Churachandpur,Churachandpur,MANIPUR,1
Coimbatore North,Coimbatore,TAMILNADU,1
Colgong,Bhagalpur,BIHAR,1
Colliery,Anugul,ODISHA,1
Contai - III,Purba Medinipur,WEST BENGAL,1
Cooch Behar - II,Koch Bihar,WEST BENGAL,1
Cuddalore,Cuddalore,TAMILNADU,1
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,1
Dabhoi,Vadodara,GUJARAT,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,3
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,1
Dalsinghsarai,Samastipur,BIHAR,1
Darjeeling Pulbazar,Darjiling,WEST BENGAL,1
Darwha,Yavatmal,MAHARASHTRA,2
Daryapur,Amravati,MAHARASHTRA,3
Daskroi,Ahmadabad,GUJARAT,2
Daudnagar,Aurangabad,BIHAR,1
Daund,Pune,MAHARASHTRA,1
Dausa,Dausa,RAJASTHAN,1
Davanagere,Davanagere,KARNATAKA,1
Deeg,Bharatpur,RAJASTHAN,1
Deesa,Banas Kantha,GUJARAT,1
Dehradun,Dehradun,UTTARAKHAND,1
Deoghar,Deoghar,JHARKHAND,1
Deoli,Wardha,MAHARASHTRA,1
Depalpur,Indore,MADHYA PRADESH,1
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,2
Dergaon,Golaghat,ASSAM,1
Desaiganj (Vadasa),Gadchiroli,MAHARASHTRA,1
Devanahalli,Bengaluru Rural,KARNATAKA,2
Dewas,Dewas,MADHYA PRADESH,2
Dhamangaon Railway,Amravati,MAHARASHTRA,2
Dhanaulti,Tehri Garhwal,UTTARAKHAND,1
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,1
Dhandhuka,Ahmadabad,GUJARAT,2
Dhanera,Banas Kantha,GUJARAT,1
Dhanora,Seoni,MADHYA PRADESH,1
Dhanpur,Dohad,GUJARAT,1
Dhar,Dhar,MADHYA PRADESH,3
Dhari,Amreli,GUJARAT,1
Dharmabad,Nanded,MAHARASHTRA,1
Dharmsala,Kangra,HIMACHAL PRADESH,1
Dharwad,Dharwad,KARNATAKA,1
Dhekiajuli (Pt),Sonitpur,ASSAM,1
Dhenkanal Sadar,Dhenkanal,ODISHA,1
Dholka,Ahmadabad,GUJARAT,1
Dhone,Kurnool,ANDHRA PRADESH,1
Dhoraji,Rajkot,GUJARAT,1
Dhrangadhra,Surendranagar,GUJARAT,1
Dhule,Dhule,MAHARASHTRA,2
Dibrugarh East,Dibrugarh,ASSAM,1
Dighwara,Saran,BIHAR,1
Digras,Yavatmal,MAHARASHTRA,1
Dindigul,Dindigul,TAMILNADU,1
Dindori,Nashik,MAHARASHTRA,1
Dinhata - I,Koch Bihar,WEST BENGAL,1
Doda,Doda,JAMMU & KASHMIR,1
Dohad,Dohad,GUJARAT,1
Domchanch,Kodarma,JHARKHAND,1
Dondi,Balod,CHATTISGARH,1
Donka,Karbi Anglong,ASSAM,1
Dumka,Dumka,JHARKHAND,1
Dumra,Sitamarhi,BIHAR,1
Dumri,Giridih,JHARKHAND,1
Dungarpur,Dungarpur,RAJASTHAN,1
Durg,Durg,CHATTISGARH,2
Durgi,Guntur,ANDHRA PRADESH,1
Eluru,West Godavari,ANDHRA PRADESH,1
Erandol,Jalgaon,MAHARASHTRA,1
Ernad,Malappuram,KERALA,10
Erode,Erode,TAMILNADU,1
Faizabad,Faizabad,UTTAR PRADESH,1
Faridabad,Faridabad,HARYANA,1
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,1
Fatehabad,Fatehabad,HARYANA,1
Fatehpur,Fatehpur,UTTAR PRADESH,1
Fatehpur Pundri,Kaithal,HARYANA,1
Fatwah,Patna,BIHAR,1
Forbesganj,Araria,BIHAR,2
Gadarpur,Udham Singh Nagar,UTTARAKHAND,1
Gadchiroli,Gadchiroli,MAHARASHTRA,1
Gadhada,Botad,GUJARAT,1
Gadwal,Jogulamba Gadwal,TELANGANA,1
Ganderbal,Ganderbal,JAMMU & KASHMIR,1
Gandevi,Navsari,GUJARAT,1
Gandhidham,Kachchh,GUJARAT,2
Gandhinagar,Gandhinagar,GUJARAT,3
Gangakhed,Parbhani,MAHARASHTRA,1
Ganganagar,Ganganagar,RAJASTHAN,1
Gangavaram,Chittoor,ANDHRA PRADESH,1
Gangtok,East District,SIKKIM,1
Ganguvarisigadam,Srikakulam,ANDHRA PRADESH,1
Gannavaram,Krishna,ANDHRA PRADESH,1
Garhwa,Garhwa,JHARKHAND,1
Gariadhar,Bhavnagar,GUJARAT,1
Gaya Town C.D.Block,Gaya,BIHAR,1
Georai,Bid,MAHARASHTRA,1
Ghanshyampur,Darbhanga,BIHAR,1
Gharaunda,Karnal,HARYANA,1
Ghaziabad,Ghaziabad,UTTAR PRADESH,2
Giddalur,Prakasam,ANDHRA PRADESH,1
Gird,Gwalior,MADHYA PRADESH,2
Giridih,Giridih,JHARKHAND,1
Girwa,Udaipur,RAJASTHAN,1
Gobindpur,Nawada,BIHAR,1
Godda,Godda,JHARKHAND,1
Godhra,Panch Mahals,GUJARAT,1
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,1
Gonda,Gonda,UTTAR PRADESH,1
Gopadbanas,Sidhi,MADHYA PRADESH,1
Gorakhpur,Gorakhpur,UTTAR PRADESH,1
Guhla,Kaithal,HARYANA,1
Gulbarga,Kalaburagi,KARNATAKA,2
Guna,Guna,MADHYA PRADESH,1
Guntur,Guntur,ANDHRA PRADESH,1
Gurgaon,Gurgaon,HARYANA,1
Guwahati,Kamrup Metropolitan,ASSAM,1
Hajipur,Vaishali,BIHAR,1
Haldia,Purba Medinipur,WEST BENGAL,1
Halol,Panch Mahals,GUJARAT,1
Handwara,Kupwara,JAMMU & KASHMIR,2
Hansot,Bharuch,GUJARAT,1
Hardoi,Hardoi,UTTAR PRADESH,1
Hardwar,Hardwar,UTTARAKHAND,1
Hassan,Hassan,KARNATAKA,3
Hathua,Gopalganj,BIHAR,1
Haveli,Punch,JAMMU & KASHMIR,2
Haveli,Pune,MAHARASHTRA,1
Hazaribag,Hazaribagh,JHARKHAND,2
Himatnagar,Sabar Kantha,GUJARAT,1
Hingoli,Hingoli,MAHARASHTRA,2
Hisar,Hisar,HARYANA,2
Hisua,Nawada,BIHAR,1
Hosdurg,Kasaragod,KERALA,3
Hospet,Ballari,KARNATAKA,1
Hosur,Krishnagiri,TAMILNADU,1
Hubli,Dharwad,KARNATAKA,1
Hunsur,Mysuru,KARNATAKA,1
Hussainganj,Siwan,BIHAR,1
Huzur,Bhopal,MADHYA PRADESH,1
Huzur,Rewa,MADHYA PRADESH,2
Idar,Sabar Kantha,GUJARAT,1
Igatpuri,Nashik,MAHARASHTRA,1
Indapur,Pune,MAHARASHTRA,1
Indergarh,Datia,MADHYA PRADESH,1
Indora,Kangra,HIMACHAL PRADESH,1
Indore,Indore,MADHYA PRADESH,2
Indri,Karnal,HARYANA,1
Industrial,Anugul,ODISHA,1
Islampur,Nalanda,BIHAR,1
Itanagar,Papum Pare,ARUNACHAL PRADESH,1
Itarsi,Hoshangabad,MADHYA PRADESH,3
Jabalpur,Jabalpur,MADHYA PRADESH,1
Jagadhri,Yamunanagar,HARYANA,2
Jagannathpur,Pashchimi Singhbhum,JHARKHAND,1
Jagatsinghapur,Jagatsinghapur,ODISHA,1
Jagdishpur,Bhagalpur,BIHAR,2
Jaipur,Jaipur,RAJASTHAN,1
Jajapur,Jajapur,ODISHA,1
Jalaun,Jalaun,UTTAR PRADESH,1
Jalgaon,Jalgaon,MAHARASHTRA,2
Jalna,Jalna,MAHARASHTRA,1
Jalpaiguri,Jalpaiguri,WEST BENGAL,1
Jambusar,Bharuch,GUJARAT,1
Jamjodhpur,Jamnagar,GUJARAT,1
Jammalamadugu,Y.S.R.,ANDHRA PRADESH,1
Jammu,Jammu,JAMMU & KASHMIR,1
Jamnagar,Jamnagar,GUJARAT,3
Jamner,Jalgaon,MAHARASHTRA,1
Jamui,Jamui,BIHAR,1
Jaora,Ratlam,MADHYA PRADESH,1
Jarmundi,Dumka,JHARKHAND,1
Jasdan,Rajkot,GUJARAT,1
Jaunpur,Jaunpur,UTTAR PRADESH,1
Jayal,Nagaur,RAJASTHAN,1
Jaynagar - I,South Twenty Four Parganas,WEST BENGAL,1
Jaynagar - II,South Twenty Four Parganas,WEST BENGAL,1
Jehanabad,Jehanabad,BIHAR,2
Jetpur,Rajkot,GUJARAT,2
Jeypore,Koraput,ODISHA,1
Jhabua,Jhabua,MADHYA PRADESH,1
Jhansi,Jhansi,UTTAR PRADESH,1
Jharsuguda,Jharsuguda,ODISHA,1
Jind,Jind,HARYANA,1
Jintur,Parbhani,MAHARASHTRA,1
Jirapur,Rajgarh,MADHYA PRADESH,1
Jodhpur,Jodhpur,RAJASTHAN,1
Jogindarnagar,Mandi,HIMACHAL PRADESH,1
Jonai,Dhemaji,ASSAM,1
Jorhat East,Jorhat,ASSAM,1
Jorhat West,Jorhat,ASSAM,1
Junagadh,Junagadh,GUJARAT,1
Junnar,Pune,MAHARASHTRA,2
Kadapa,Y.S.R.,ANDHRA PRADESH,2
Kadi,Mahesana,GUJARAT,2
Kadiri,Anantapur,ANDHRA PRADESH,2
Kahara,Saharsa,BIHAR,2
Kaij,Bid,MAHARASHTRA,2
Kaithal,Kaithal,HARYANA,1
Kakinada (Rural),East Godavari,ANDHRA PRADESH,1
Kalamb,Yavatmal,MAHARASHTRA,1
Kalameshwar,Nagpur,MAHARASHTRA,1
Kalapipal,Shajapur,MADHYA PRADESH,1
Kalavad,Jamnagar,GUJARAT,1
Kaler,Arwal,BIHAR,1
Kaliachak - I,Maldah,WEST BENGAL,1
Kalka,Panchkula,HARYANA,1
Kalol,Gandhinagar,GUJARAT,2
Kalwan,Nashik,MAHARASHTRA,1
Kamareddy,Nizamabad,TELANGANA,1
Kamrej,Surat,GUJARAT,2
Kanayannur,Ernakulam,KERALA,7
Kancheepuram,Kancheepuram,TAMILNADU,1
Kanchikacherla,Krishna,ANDHRA PRADESH,1
Kandhar,Nanded,MAHARASHTRA,1
Kandukur,Prakasam,ANDHRA PRADESH,1
Kangra,Kangra,HIMACHAL PRADESH,1
Kanigiri,Prakasam,ANDHRA PRADESH,1
Kannad,Aurangabad,MAHARASHTRA,1
Kannur,Kannur,KERALA,6
Kanpur,Kanpur Nagar,UTTAR PRADESH,1
Kapadvanj,Kheda,GUJARAT,1
Karad,Satara,MAHARASHTRA,1
Karanja,Wardha,MAHARASHTRA,1
Karera,Shivpuri,MADHYA PRADESH,1
Karimganj,Karimganj,ASSAM,1
Karimnagar,Karimnagar,TELANGANA,1
Karjan,Vadodara,GUJARAT,1
Karjat,Ahmadnagar,MAHARASHTRA,1
Karjat,Raigarh,MAHARASHTRA,2
Karma Tanr Vidyasagar*,Jamtara,JHARKHAND,1
Karnah,Kupwara,JAMMU & KASHMIR,1
Karnal,Karnal,HARYANA,2
Karthikappally,Alappuzha,KERALA,2
Karunagappally,Kollam,KERALA,3
Karur,Karur,TAMILNADU,1
Karvir,Kolhapur,MAHARASHTRA,1
Karwi,Chitrakoot,UTTAR PRADESH,1
Kasaragod,Kasaragod,KERALA,1
Kasauli,Solan,HIMACHAL PRADESH,1
Kasba,Purnia,BIHAR,1
Kasrawad,West Nimar,MADHYA PRADESH,1
Kasya,Kushinagar,UTTAR PRADESH,1
Katangi,Balaghat,MADHYA PRADESH,1
Kathua,Kathua,JAMMU & KASHMIR,3
Katigora,Cachar,ASSAM,1
Katihar,Katihar,BIHAR,1
Katlichara,Bongaigaon,ASSAM,1
Katol,Nagpur,MAHARASHTRA,1
Kendrapara,Kendrapara,ODISHA,1
Keredari,Hazaribagh,JHARKHAND,1
Keshod,Junagadh,GUJARAT,1
Khagaria,Khagaria,BIHAR,1
Khambhalia,Devbhumi Dwarka,GUJARAT,1
Khambhat,Anand,GUJARAT,1
Khamgaon,Buldana,MAHARASHTRA,2
Khammam (Urban),Khammam,TELANGANA,1
Khanapur,Sangli,MAHARASHTRA,2
Khandala,Satara,MAHARASHTRA,2
Kharagpur - I,Medinipur West,WEST BENGAL,1
Kharar,Sahibzada Ajit Singh Nagar,PUNJAB,1
Khategaon,Dewas,MADHYA PRADESH,1
Khed,Pune,MAHARASHTRA,2
Kheda,Kheda,GUJARAT,1
Khedbrahma,Sabar Kantha,GUJARAT,2
Khelari,Ranchi,JHARKHAND,1
Kheralu,Mahesana,GUJARAT,1
Khilchipur,Rajgarh,MADHYA PRADESH,1
Khunti,Khunti,JHARKHAND,1
Kishanganj,Kishanganj,BIHAR,1
Kishtwar,Kishtwar,JAMMU & KASHMIR,1
Kochi,Ernakulam,KERALA,5
Kodarma,Kodarma,JHARKHAND,1
Kodumur,Kurnool,ANDHRA PRADESH,2
Kodungallur,Thrissur,KERALA,2
Kohima Sadar,Kohima,NAGALAND,1
Koil,Aligarh,UTTAR PRADESH,1
Kokrajhar (Pt),Kokrajhar,ASSAM,1
Kolaghat,Purba Medinipur,WEST BENGAL,1
Kolkata,South Twenty Four Parganas,WEST BENGAL,1
Kollam,Kollam,KERALA,9
Kopargaon,Ahmadnagar,MAHARASHTRA,1
Korba,Korba,CHATTISGARH,1
Koregaon,Satara,MAHARASHTRA,2
Kotabommali,Srikakulam,ANDHRA PRADESH,1
Kothakota,Mahbubnagar,TELANGANA,1
Kothamangalam,Ernakulam,KERALA,2
Kotkasim,Alwar,RAJASTHAN,1
Kottarakkara,Kollam,KERALA,2
Kottayam,Kottayam,KERALA,6
Kovvur,West Godavari,ANDHRA PRADESH,1
Kozhenchery,Pathanamthitta,KERALA,1
Kozhikode,Kozhikode,KERALA,12
Kreeri,Baramula,JAMMU & KASHMIR,1
Krishangarh,Solan,HIMACHAL PRADESH,1
Krishnaganj,Nadia,WEST BENGAL,1
Krishnagar - I,Nadia,WEST BENGAL,1
Krishnarajanagara,Mysuru,KARNATAKA,2
Krityanand Nagar,Purnia,BIHAR,1
Kukshi,Dhar,MADHYA PRADESH,1
Kullu,Kullu,HIMACHAL PRADESH,3
Kumher,Bharatpur,RAJASTHAN,1
Kunnathunad,Ernakulam,KERALA,5
Kunnathur,Kollam,KERALA,2
Kuppam,Chittoor,ANDHRA PRADESH,1
Kupwara,Kupwara,JAMMU & KASHMIR,2
Kurnool,Kurnool,ANDHRA PRADESH,1
Lad Bharol,Mandi,HIMACHAL PRADESH,1
Ladpura,Kota,RAJASTHAN,1
Lakhisarai,Lakhisarai,BIHAR,1
Lamphelpat,Imphal West,MANIPUR,1
Lamshang,Imphal West,MANIPUR,1
Latehar,Latehar,JHARKHAND,1
Latur,Latur,MAHARASHTRA,2
Laundi,Chhatarpur,MADHYA PRADESH,1
Leh,Leh,LADAKH,1
Lingsugur,Raichur,KARNATAKA,1
Lonar,Buldana,MAHARASHTRA,3
Lucknow,Lucknow,UTTAR PRADESH,1
Ludhiana (West),Ludhiana,PUNJAB,1
Lunglei,Lunglei,MIZORAM,1
Machavaram,Guntur,ANDHRA PRADESH,1
Macherla,Guntur,ANDHRA PRADESH,1
Machilipatnam,Krishna,ANDHRA PRADESH,1
Madakasira,Anantapur,ANDHRA PRADESH,1
Madhepura,Madhepura,BIHAR,1
Madhuban,Mau,UTTAR PRADESH,1
Madhuban,Purba Champaran,BIHAR,1
Madhubani,Madhubani,BIHAR,1
Madugula,Visakhapatnam,ANDHRA PRADESH,1
Madurai South,Madurai,TAMILNADU,1
Mahabaleshwar,Satara,MAHARASHTRA,1
Maharajganj,Mahrajganj,UTTAR PRADESH,1
Mahendragarh,Mahendragarh,HARYANA,1
Mahesana,Mahesana,GUJARAT,2
Maihar,Satna,MADHYA PRADESH,1
Mairwa,Siwan,BIHAR,1
Makhdumpur,Jehanabad,BIHAR,1
Maldah (Old),Maldah,WEST BENGAL,1
Maldakal,Jogulamba Gadwal,TELANGANA,1
Malegaon,Nashik,MAHARASHTRA,1
Malegaon,Washim,MAHARASHTRA,1
Malkangiri,Malkangiri,ODISHA,1
Malkapur,Buldana,MAHARASHTRA,1
Malshiras,Solapur,MAHARASHTRA,2
Manali,Kullu,HIMACHAL PRADESH,2
Mananthavady,Wayanad,KERALA,1
Manasa,Neemuch,MADHYA PRADESH,2
Manavadar,Junagadh,GUJARAT,1
Manawar,Dhar,MADHYA PRADESH,1
Mandi,Mandi,HIMACHAL PRADESH,2
Mandsaur,Mandsaur,MADHYA PRADESH,4
Mandvi,Kachchh,GUJARAT,1
Maner,Patna,BIHAR,1
Manesar,Gurgaon,HARYANA,1
Mangalore,Dakshina Kannada,KARNATAKA,5
Mangaon,Raigarh,MAHARASHTRA,3
Mangrol,Surat,GUJARAT,1
Manihari,Katihar,BIHAR,1
Mannarkad,Palakkad,KERALA,1
Mansa,Gandhinagar,GUJARAT,1
Mansi,Khagaria,BIHAR,1
Mantha,Jalna,MAHARASHTRA,1
Margherita,Tinsukia,ASSAM,1
Mariani,Golaghat,ASSAM,1
Marigaon,Morigaon,ASSAM,1
Matar,Kheda,GUJARAT,1
Matigara,Darjiling,WEST BENGAL,1
Mauda,Nagpur,MAHARASHTRA,1
Mauganj,Rewa,MADHYA PRADESH,1
Maunath Bhanjan,Mau,UTTAR PRADESH,1
Mawal,Pune,MAHARASHTRA,1
Medininagar(Daltonganj),Palamu,JHARKHAND,2
Meenachil,Kottayam,KERALA,2
Meerut,Meerut,UTTAR PRADESH,1
Meghnagar,Jhabua,MADHYA PRADESH,1
Mehkar,Buldana,MAHARASHTRA,4
Mehsi,Purba Champaran,BIHAR,1
Midnapore,Medinipur West,WEST BENGAL,1
Mihona,Bhind,MADHYA PRADESH,1
Miraj,Sangli,MAHARASHTRA,1
Modasa,Aravalli,GUJARAT,1
Moga,Moga,PUNJAB,1
Mohadi,Bhandara,MAHARASHTRA,1
Mohanpur,West Tripura,TRIPURA,1
Morangi,Golaghat,ASSAM,1
Morena,Morena,MADHYA PRADESH,2
Morshi,Amravati,MAHARASHTRA,1
Morvi,Morbi,GUJARAT,2
Motihari,Purba Champaran,BIHAR,1
Muktainagar (Edlabad),Jalgaon,MAHARASHTRA,2
Mukundapuram,Thrissur,KERALA,2
Mul,Chandrapur,MAHARASHTRA,1
Mulshi,Pune,MAHARASHTRA,2
Multai,Betul,MADHYA PRADESH,1
