sdtname,dtname,stname,number_of_cell_towers
Chamarajanagar,Chamarajanagara,KARNATAKA,55
Chamba,Chamba,HIMACHAL PRADESH,15
Chamkaur Sahib,Rupnagar,PUNJAB,78
Champa,Janjgir - Champa,CHATTISGARH,7
Chanakya Puri,New Delhi,DELHI,795
Chanan,Banka,BIHAR,3
Chanan*,Lakhisarai,BIHAR,18
Chanasma,Patan,GUJARAT,23
Chanchal - II,Maldah,WEST BENGAL,11
Chandabali,Bhadrak,ODISHA,9
Chandaka,Khordha,ODISHA,38
Chandankiyari,Bokaro,JHARKHAND,11
Chandanpur,Puri,ODISHA,4
Chandarlapadu,Krishna,ANDHRA PRADESH,1
Chandauli,Chandauli,UTTAR PRADESH,75
Chandausi,Moradabad,UTTAR PRADESH,24
Chandi,Nalanda,BIHAR,1
Chandigarh,Chandigarh,CHANDIGARH,2428
Chandil,Saraikela-Kharsawan,JHARKHAND,274
Chandiposh,Sundargarh,ODISHA,5
Chandipur,Baleshwar,ODISHA,1
Chandipur,Purba Medinipur,WEST BENGAL,10
Chanditala - I,Hugli,WEST BENGAL,17
Chanditala - II,Hugli,WEST BENGAL,114
Chandpur,Bijnor,UTTAR PRADESH,52
Chandra Sekhara Puram,Prakasam,ANDHRA PRADESH,1
Chandragiri,Chittoor,ANDHRA PRADESH,53
Chandrapur,Chandrapur,MAHARASHTRA,531
Chandrapur,Nalbari,ASSAM,1
Chandrapura,Bokaro,JHARKHAND,14
Chandua,Mayurbhanj,ODISHA,6
Chandur Railway,Amravati,MAHARASHTRA,2
Chandvad,Nashik,MAHARASHTRA,44
Chandwara,Kodarma,JHARKHAND,9
Changanassery,Kottayam,KERALA,548
Chanho,Ranchi,JHARKHAND,1
Channagiri,Davanagere,KARNATAKA,90
Channapatna,Ramanagara,KARNATAKA,160
Channarayapatna,Hassan,KARNATAKA,86
Chapad,Y.S.R.,ANDHRA PRADESH,7
Chapra,Nadia,WEST BENGAL,11
Chapra,Saran,BIHAR,60
Charama,Uttar Bastar Kanker,CHATTISGARH,3
Charminar,Hyderabad,TELANGANA,116
Chas,Bokaro,JHARKHAND,120
Chauparan,Hazaribagh,JHARKHAND,5
Chauri Chaura,Gorakhpur,UTTAR PRADESH,32
Chausa,Buxar,BIHAR,3
Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,21
Chavakkad,Thrissur,KERALA,357
Chebrolu,Guntur,ANDHRA PRADESH,20
Chegunta,Medak,TELANGANA,210
Chenari,Rohtas,BIHAR,2
Chengalpattu,Kancheepuram,TAMILNADU,1367
Chengam,Tiruvannamalai,TAMILNADU,68
Chengannur,Alappuzha,KERALA,158
Chennai,Chennai,TAMILNADU,10326
Chennekothapalle,Anantapur,ANDHRA PRADESH,46
Chennur,Y.S.R.,ANDHRA PRADESH,1
Cherial,Warangal,TELANGANA,4
Cherthala,Alappuzha,KERALA,492
Cherukupalle H/O Arumbaka,Guntur,ANDHRA PRADESH,2
Chevella,Ranga Reddy,TELANGANA,13
Cheyyar,Tiruvannamalai,TAMILNADU,17
Cheyyur,Kancheepuram,TAMILNADU,19
Chhabra,Baran,RAJASTHAN,1
Chhachhrauli,Yamunanagar,HARYANA,11
Chhamanu,Dhalai,TRIPURA,3
Chhapara,Seoni,MADHYA PRADESH,6
Chhata,Mathura,UTTAR PRADESH,105
Chhatargarh,Bikaner,RAJASTHAN,6
Chhatarpur,Chhatarpur,MADHYA PRADESH,43
Chhatroo,Kishtwar,JAMMU & KASHMIR,3
Chhibramau,Kannauj,UTTAR PRADESH,9
Chhindwara,Chhindwara,MADHYA PRADESH,47
Chhipabarod,Baran,RAJASTHAN,1
Chhuriya,Rajnandgaon,CHATTISGARH,21
Chidambaram,Cuddalore,TAMILNADU,38
Chiephobozou,Kohima,NAGALAND,1
Chigurumamidi,Karimnagar,TELANGANA,1
Chikhli,Buldana,MAHARASHTRA,9
Chikhli,Navsari,GUJARAT,483
Chikkaballapura,Chikkaballapura,KARNATAKA,100
Chikmagalur,Chikkamagaluru,KARNATAKA,123
Chiknayakanhalli,Tumakuru,KARNATAKA,3
Chikodi,Belagavi,KARNATAKA,52
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,66
Chilamathur,Anantapur,ANDHRA PRADESH,36
Chillakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,24
Chimakurthi,Prakasam,ANDHRA PRADESH,17
Chinaganjam,Prakasam,ANDHRA PRADESH,33
Chinnagottigallu,Chittoor,ANDHRA PRADESH,12
Chinnakodur,Medak,TELANGANA,2
Chinour,Gwalior,MADHYA PRADESH,7
Chinsurah - Magra,Hugli,WEST BENGAL,659
Chintalapudi,West Godavari,ANDHRA PRADESH,20
Chintamani,Chikkaballapura,KARNATAKA,34
Chinthakani,Khammam,TELANGANA,2
Chinthakommadinne,Y.S.R.,ANDHRA PRADESH,17
Chintur,East Godavari,ANDHRA PRADESH,6
Chiplun,Ratnagiri,MAHARASHTRA,69
Chippagiri,Kurnool,ANDHRA PRADESH,4
Chirala,Prakasam,ANDHRA PRADESH,63
Chirawa,Jhunjhunun,RAJASTHAN,17
Chirayinkeezhu,Thiruvananthapuram,KERALA,505
Chitapur,Kalaburagi,KARNATAKA,39
Chitarpur,Ramgarh,JHARKHAND,4
Chitradurga,Chitradurga,KARNATAKA,251
Chitrangi,Singrauli,MADHYA PRADESH,1
Chittaurgarh,Chittaurgarh,RAJASTHAN,40
Chittoor,Chittoor,ANDHRA PRADESH,165
Chittur,Palakkad,KERALA,22
Chitvel,Y.S.R.,ANDHRA PRADESH,2
Chityal,Warangal,TELANGANA,1
Chityala,Nalgonda,TELANGANA,98
Chivvemla,Nalgonda,TELANGANA,25
Chodavaram,Visakhapatnam,ANDHRA PRADESH,14
Chomu,Jaipur,RAJASTHAN,46
Choppadandi,Karimnagar,TELANGANA,14
Chopra,Uttar Dinajpur,WEST BENGAL,26
Chorasi,Surat,GUJARAT,1028
Chotila,Surendranagar,GUJARAT,47
Choudwar,Cuttack,ODISHA,42
Choutuppal,Yadadri Bhuvanagiri,TELANGANA,156
Chuda,Surendranagar,GUJARAT,2
Chumukedima,Dimapur,NAGALAND,18
Chunar,Mirzapur,UTTAR PRADESH,36
Churachandpur,Churachandpur,MANIPUR,20
Churu,Churu,RAJASTHAN,1
Civil Lines,CENTRAL,DELHI,926
Coimbatore North,Coimbatore,TAMILNADU,1783
Coimbatore South,Coimbatore,TAMILNADU,1436
Colgong,Bhagalpur,BIHAR,1
Colonelganj,Gonda,UTTAR PRADESH,12
Connaught Place,New Delhi,DELHI,687
Contai - I,Purba Medinipur,WEST BENGAL,19
Contai - III,Purba Medinipur,WEST BENGAL,58
Cooch Behar - I,Koch Bihar,WEST BENGAL,16
Cooch Behar - II,Koch Bihar,WEST BENGAL,34
Coonoor,The Nilgiris,TAMILNADU,28
Cuddalore,Cuddalore,TAMILNADU,115
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,335
Cuttack Sadar,Cuttack,ODISHA,11
D.Hirehal,Anantapur,ANDHRA PRADESH,2
Dabhoi,Vadodara,GUJARAT,117
Dabugan,Nabarangapur,ODISHA,2
Dabwali,Sirsa,HARYANA,217
Dachepalle,Guntur,ANDHRA PRADESH,28
Dadi,Hazaribagh,JHARKHAND,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,108
Dadri,Charki Dadri,HARYANA,23
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,4548
Dagadarthi,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,18
Dagarua,Purnia,BIHAR,1
Dahanu,Palghar,MAHARASHTRA,214
Dahi,Dhar,MADHYA PRADESH,1
Dalgaon (Pt),Darrang,ASSAM,14
Dalhousie,Chamba,HIMACHAL PRADESH,29
Dalmau,Rae Bareli,UTTAR PRADESH,9
Dalsinghsarai,Samastipur,BIHAR,1
Daman,Daman,DAMAN & DIU,13
Dameracherla,Nalgonda,TELANGANA,24
Dammapeta,Bhadradri Kothagudem,TELANGANA,6
Damoh,Damoh,MADHYA PRADESH,44
Damonjodi,Koraput,ODISHA,41
Dandkhora,Katihar,BIHAR,18
Danta,Banas Kantha,GUJARAT,3
Danta Ramgarh,Sikar,RAJASTHAN,42
Dantan - I,Medinipur West,WEST BENGAL,1
Darauli,Siwan,BIHAR,2
Daraundha,Siwan,BIHAR,14
Darbhanga,Darbhanga,BIHAR,52
Dariapur,Saran,BIHAR,4
Darjeeling Pulbazar,Darjiling,WEST BENGAL,29
Darwha,Yavatmal,MAHARASHTRA,1
Darya Ganj,Central,DELHI,902
Dasada,Surendranagar,GUJARAT,2
Dasapalla,Nayagarh,ODISHA,7
Daskroi,Ahmadabad,GUJARAT,781
Dasua,Hoshiarpur,PUNJAB,108
Datia,Datia,MADHYA PRADESH,82
Dattirajeru,Vizianagaram,ANDHRA PRADESH,5
Daudnagar,Aurangabad,BIHAR,22
Daund,Pune,MAHARASHTRA,133
Dausa,Dausa,RAJASTHAN,93
Davanagere,Davanagere,KARNATAKA,206
Debagarh,Debagarh,ODISHA,1
Debai,Bulandshahr,UTTAR PRADESH,12
Debai,BulandshahrAligarh,UTTAR PRADESH,20
Debra,Medinipur West,WEST BENGAL,41
Deeg,Bharatpur,RAJASTHAN,7
Deesa,Banas Kantha,GUJARAT,2
Defence Colony,South East,DELHI,3825
Degana,Nagaur,RAJASTHAN,1
Deganga,North Twenty Four Parganas,WEST BENGAL,10
Deglur,Nanded,MAHARASHTRA,10
Dehgam,Gandhinagar,GUJARAT,5
Dehradun,Dehradun,UTTARAKHAND,1430
Dehri,Rohtas,BIHAR,13
Delanga,Puri,ODISHA,3
Delhi Cantonment,NEW DELHI,DELHI,1212
Denduluru,West Godavari,ANDHRA PRADESH,88
Denkada,Vizianagaram,ANDHRA PRADESH,15
Denkanikottai,Krishnagiri,TAMILNADU,12
Deo,Aurangabad,BIHAR,4
Deoghar,Deoghar,JHARKHAND,58
Deola,Nashik,MAHARASHTRA,17
Deoli,Tonk,RAJASTHAN,4
Deoli,Wardha,MAHARASHTRA,5
Deori,Gondiya,MAHARASHTRA,2
Deori,Sagar,MADHYA PRADESH,1
Deoria,Deoria,UTTAR PRADESH,106
Depalpur,Indore,MADHYA PRADESH,5
Dera Baba Nanak,Gurdaspur,PUNJAB,1
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,580
Dera Gopipur,Kangra,HIMACHAL PRADESH,6
Derapur,Kanpur Dehat,UTTAR PRADESH,48
Desuri,Pali,RAJASTHAN,9
Devadurga,Raichur,KARNATAKA,1
Devakottai,Sivaganga,TAMILNADU,1
Devanahalli,Bengaluru Rural,KARNATAKA,730
Devarapalle,West Godavari,ANDHRA PRADESH,43
Devarkadra,Mahbubnagar,TELANGANA,19
Devgad,Sindhudurg,MAHARASHTRA,28
Devgadbaria,Dohad,GUJARAT,53
Devikulam,Idukki,KERALA,178
Devipur,Deoghar,JHARKHAND,2
Dewas,Dewas,MADHYA PRADESH,46
Dhama,Sambalpur,ODISHA,5
Dhamanagar,Bhadrak,ODISHA,2
Dhamangaon Railway,Amravati,MAHARASHTRA,2
Dhamdaha,Purnia,BIHAR,5
Dhamdha,Durg,CHATTISGARH,24
Dhampur,Bijnor,UTTAR PRADESH,64
Dhamtari,Dhamtari,CHATTISGARH,15
Dhanarua,Patna,BIHAR,6
Dhanaulti,Tehri Garhwal,UTTARAKHAND,1
Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH,51
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,338
Dhandhuka,Ahmadabad,GUJARAT,43
Dhaniakhali,Hugli,WEST BENGAL,23
Dhanpur,Dohad,GUJARAT,4
Dhanwada,Narayanpet,TELANGANA,1
Dhar,Dhar,MADHYA PRADESH,56
Dhar Kalan,Pathankot,PUNJAB,9
Dharamgarh,Kalahandi,ODISHA,1
Dharampur,Valsad,GUJARAT,73
Dharampuri,Dhar,MADHYA PRADESH,29
Dharapuram,Tiruppur,TAMILNADU,86
Dharbandora,South Goa,GOA,6
Dhari,Amreli,GUJARAT,4
Dhari,Nainital,UTTARAKHAND,4
Dharmapuri,Dharmapuri,TAMILNADU,192
Dharmapuri,Jagitial,TELANGANA,1
Dharmaram,Peddapalli,TELANGANA,2
Dharmasagar,Warangal,TELANGANA,5
Dharmasala,Jajapur,ODISHA,13
Dharmavaram,Anantapur,ANDHRA PRADESH,38
Dharmsala,Kangra,HIMACHAL PRADESH,122
Dharpalle,Nizamabad,TELANGANA,14
Dharur,Bid,MAHARASHTRA,5
Dharur,Rangareddy,TELANGANA,1
Dharwad,Dharwad,KARNATAKA,274
Dhaulpur,Dhaulpur,RAJASTHAN,76
Dhaurahara,Kheri,UTTAR PRADESH,8
Dhekiajuli (Pt),Sonitpur,ASSAM,3
Dhenkanal Sadar,Dhenkanal,ODISHA,31
Dhira,Kangra,HIMACHAL PRADESH,19
Dholka,Ahmadabad,GUJARAT,73
Dhone,Kurnool,ANDHRA PRADESH,108
Dhoraji,Rajkot,GUJARAT,22
Dhrangadhra,Surendranagar,GUJARAT,4
Dhrol,Jamnagar,GUJARAT,47
Dhubri (Pt),Dhubri,ASSAM,7
Dhule,Dhule,MAHARASHTRA,98
Dhupguri,Jalpaiguri,WEST BENGAL,33
Dhuri,Sangrur,PUNJAB,45
Diamond Harbour - I,South Twenty Four Parganas,WEST BENGAL,40
Diamond Harbour - II,South Twenty Four Parganas,WEST BENGAL,14
Dibrugarh East,Dibrugarh,ASSAM,99
Dibrugarh West,Dibrugarh,ASSAM,12
Dichpalle,Nizamabad,TELANGANA,111
Dighwara,Saran,BIHAR,31
Digras,Yavatmal,MAHARASHTRA,15
Dilawarpur,Adilabad,TELANGANA,26
Dimapur Sadar,Dimapur,NAGALAND,118
Dinapur-Cum-Khagaul,Patna,BIHAR,156
Dindigul,Dindigul,TAMILNADU,141
Dindori,Nashik,MAHARASHTRA,102
Dinhata - I,Koch Bihar,WEST BENGAL,7
Diphu,Karbi Anglong,ASSAM,1
Dispur,Kamrup Metropolitan,ASSAM,10
Diu,Diu,DAMAN & DIU,5
Dobhi,Gaya,BIHAR,2
Dod Ballapur,Bengaluru Rural,KARNATAKA,103
Dodamarg,Sindhudurg,MAHARASHTRA,2
Dohad,Dohad,GUJARAT,11
Doimukh,Papum Pare,ARUNACHAL PRADESH,3
Dolariya,Hoshangabad,MADHYA PRADESH,4
Domjur,Haora,WEST BENGAL,74
Dondi Luhara,Balod,CHATTISGARH,3
Dongargaon,Rajnandgaon,CHATTISGARH,15
Dongargarh,Rajnandgaon,CHATTISGARH,40
Donka,Karbi Anglong,ASSAM,30
Doravarisatram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,32
Dornakal,Warangal,TELANGANA,2
Dornala,Prakasam,ANDHRA PRADESH,2
Dotoma,Kokrajhar,ASSAM,5
Doultabad,Medak,TELANGANA,59
Dudhi,Sonbhadra,UTTAR PRADESH,12
Dudhnai,Goalpara,ASSAM,9
Duggirala,Guntur,ANDHRA PRADESH,18
Dukli,West Tripura,TRIPURA,17
Dulhin Bazar,Patna,BIHAR,1
Dumka,Dumka,JHARKHAND,17
Dumra,Sitamarhi,BIHAR,28
Dumraon,Buxar,BIHAR,12
Dumri,Giridih,JHARKHAND,26
Dungarpur,Dungarpur,RAJASTHAN,9
Dungla,Chittaurgarh,RAJASTHAN,2
Dunguripali,Subarnapur,ODISHA,22
Durg,Durg,CHATTISGARH,646
Durgawati,Kaimur (Bhabua),BIHAR,23
Duvvur,Y.S.R.,ANDHRA PRADESH,3
Dwarakatirumala,West Godavari,ANDHRA PRADESH,66
Edlapadu,Guntur,ANDHRA PRADESH,15
Egra - I,Purba Medinipur,WEST BENGAL,3
Egra - II,Purba Medinipur,WEST BENGAL,3
Ekma,Saran,BIHAR,25
Elkathurthi,WARANGAL URBAN,TELANGANA,3
Eluru,West Godavari,ANDHRA PRADESH,253
English Bazar,Maldah,WEST BENGAL,129
Erandol,Jalgaon,MAHARASHTRA,1
Ernad,Malappuram,KERALA,284
Erode,Erode,TAMILNADU,297
Etah,Etah,UTTAR PRADESH,7
Etawah,Etawah,UTTAR PRADESH,136
Etcherla,Srikakulam,ANDHRA PRADESH,20
Etmadpur,Agra,UTTAR PRADESH,147
Ettayapuram,Thoothukkudi,TAMILNADU,1
Faizabad,Faizabad,UTTAR PRADESH,80
Falakata,Alipurduar,WEST BENGAL,45
Falta,South Twenty Four Parganas,WEST BENGAL,7
Farakka,Murshidabad,WEST BENGAL,6
Farasgaon,Kondagaon,CHATTISGARH,1
Faridabad,Faridabad,HARYANA,1968
Faridkot,Faridkot,PUNJAB,40
Faridpur,Bareilly,UTTAR PRADESH,119
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,346
Farooqnagar,Ranga Reddy,TELANGANA,142
Farrukhabad,Farrukhabad,UTTAR PRADESH,19
Farrukhnagar,Gurgaon,HARYANA,30
Fategarh,Nayagarh,ODISHA,1
Fatehabad,Agra,UTTAR PRADESH,32
Fatehabad,Fatehabad,HARYANA,23
Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB,138
Fatehpur,Bara Banki,UTTAR PRADESH,39
Fatehpur,Fatehpur,UTTAR PRADESH,105
Fatehpur,Gaya,BIHAR,8
Fatehpur,Kangra,HIMACHAL PRADESH,14
Fatehpur,Sikar,RAJASTHAN,5
Fatehpur Pundri,Kaithal,HARYANA,2
Fatwah,Patna,BIHAR,48
Fazilka,Fazilka,PUNJAB,24
Ferozepur Jhirka,Nuh,HARYANA,2
Firozabad,Firozabad,UTTAR PRADESH,115
Firozpur,Firozpur,PUNJAB,74
G.Konduru,Krishna,ANDHRA PRADESH,4
G.Udayagiri,Kandhamal,ODISHA,12
GANJAM,Ganjam,ODISHA,1
GOLANTHARA,Ganjam,ODISHA,17
GOPALPUR,Ganjam,ODISHA,11
Gabhana,Aligarh,UTTAR PRADESH,47
Gadag,Gadag,KARNATAKA,21
Gadarwara,Narsimhapur,MADHYA PRADESH,11
Gadchiroli,Gadchiroli,MAHARASHTRA,18
Gadhada,Botad,GUJARAT,15
Gadwal,Jogulamba Gadwal,TELANGANA,7
Gaighata,North Twenty Four Parganas,WEST BENGAL,17
Gairatganj,Raisen,MADHYA PRADESH,10
Gajapathinagaram,Vizianagaram,ANDHRA PRADESH,6
Gajuwaka,Visakhapatnam,ANDHRA PRADESH,431
Gajwel,Medak,TELANGANA,198
Galore,Hamirpur,HIMACHAL PRADESH,1
Galsi - I,Purba Bardhaman,WEST BENGAL,28
Galsi - II,Purba Bardhaman,WEST BENGAL,32
Gambegre,West Garo Hills,MEGHALAYA,3
Gampalagudem,Krishna,ANDHRA PRADESH,1
Ganaur,Sonipat,HARYANA,200
Gandepalle,East Godavari,ANDHRA PRADESH,8
Ganderbal,Ganderbal,JAMMU & KASHMIR,10
Gandevi,Navsari,GUJARAT,417
Gandhari,Nizamabad,TELANGANA,116
Gandhi Nagar,EAST,DELHI,482
Gandhidham,Kachchh,GUJARAT,103
Gandhinagar,Gandhinagar,GUJARAT,759
Gangadhara,Karimnagar,TELANGANA,2
Gangajalghati,Bankura,WEST BENGAL,12
Gangakhed,Parbhani,MAHARASHTRA,60
Ganganagar,Ganganagar,RAJASTHAN,17
Gangapur,Aurangabad,MAHARASHTRA,6
Gangapur,Sawai Madhopur,RAJASTHAN,24
Gangarampur,Dakshin Dinajpur,WEST BENGAL,122
Gangavaram,Chittoor,ANDHRA PRADESH,73
Gangavaram,East Godavari,ANDHRA PRADESH,1
Gangawati,Koppal,KARNATAKA,14
Gangdhar,Jhalawar,RAJASTHAN,7
Gangrar,Chittaurgarh,RAJASTHAN,4
Gangtok,East District,SIKKIM,97
Gania,Nayagarh,ODISHA,1
Gannavaram,Krishna,ANDHRA PRADESH,119
Garbeta - I,Medinipur West,WEST BENGAL,3
Garbeta - III,Medinipur West,WEST BENGAL,4
Garhakota,Sagar,MADHYA PRADESH,19
Garhmukteshwar,Hapur,UTTAR PRADESH,41
Garhshankar,Hoshiarpur,PUNJAB,77
Garhwa,Garhwa,JHARKHAND,14
Gariadhar,Bhavnagar,GUJARAT,2
Garividi,Vizianagaram,ANDHRA PRADESH,2
Garkha,Saran,BIHAR,5
Garla,Khammam,TELANGANA,3
Garladinne,Anantapur,ANDHRA PRADESH,51
Garoth,Mandsaur,MADHYA PRADESH,11
Garugubilli,Vizianagaram,ANDHRA PRADESH,5
Gauribidanur,Chikkaballapura,KARNATAKA,14
Gauriganj,Amethi,UTTAR PRADESH,1
Gautam Buddha Nagar,Gautam Buddha Nagar,UTTAR PRADESH,1278
Gaya Town C.D.Block,Gaya,BIHAR,65
Gazole,Maldah,WEST BENGAL,64
Geesugonda,Warangal,TELANGANA,82
Georai,Bid,MAHARASHTRA,33
Ghanghata,Sant Kabir Nagar,UTTAR PRADESH,2
Ghanpur (Station),Jangoan,TELANGANA,37
Ghantasala,Krishna,ANDHRA PRADESH,1
Gharaunda,Karnal,HARYANA,302
Gharsana,Ganganagar,RAJASTHAN,16
Ghatampur,Kanpur Nagar,UTTAR PRADESH,9
Ghatgaon,Kendujhar,ODISHA,4
Ghatiya,Ujjain,MADHYA PRADESH,26
Ghatkesar,Rangareddy,TELANGANA,642
Ghatshila,Purbi Singhbhum,JHARKHAND,5
Ghaziabad,Ghaziabad,UTTAR PRADESH,3481
Ghazipur,Ghazipur,UTTAR PRADESH,29
Ghoda Dongri,Betul,MADHYA PRADESH,19
Ghogha,Bhavnagar,GUJARAT,9
Ghoghardiha,Madhubani,BIHAR,2
Ghosi,Mau,UTTAR PRADESH,62
Ghumarwin,Bilaspur,HIMACHAL PRADESH,23
Giddalur,Prakasam,ANDHRA PRADESH,14
Gidderbaha,Sri Muktsar Sahib,PUNJAB,6
Gidhaur,Jamui,BIHAR,2
Gingee,Viluppuram,TAMILNADU,39
Gird,Gwalior,MADHYA PRADESH,577
Giridih,Giridih,JHARKHAND,24
Girwa,Udaipur,RAJASTHAN,444
Goalpokhar - I,Uttar Dinajpur,WEST BENGAL,36
Goalpokhar - II,Uttar Dinajpur,WEST BENGAL,59
Gobichettipalayam,Erode,TAMILNADU,27
Gobindpur,Dhanbad,JHARKHAND,18
Gobindpur(Rajnagar),Saraikela-Kharsawan,JHARKHAND,3
Gochhapada,Kandhamal,ODISHA,1
Godhra,Panch Mahals,GUJARAT,107
Gogaon,West Nimar,MADHYA PRADESH,1
Goghat - I,Hugli,WEST BENGAL,4
Goghat - II,Hugli,WEST BENGAL,3
Gogunda,Udaipur,RAJASTHAN,1
Gohad,Bhind,MADHYA PRADESH,28
Gohana,Sonipat,HARYANA,51
Goharganj,Raisen,MADHYA PRADESH,94
Gokak,Belagavi,KARNATAKA,16
Gola,Gorakhpur,UTTAR PRADESH,4
Gola Gokaran Nath,Kheri,UTTAR PRADESH,1
Golconda,Hyderabad,TELANGANA,570
Gollaprolu,East Godavari,ANDHRA PRADESH,16
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,657
Golokganj (Pt),Dhubri,ASSAM,13
Gonda,Gonda,UTTAR PRADESH,32
Gondiya,Gondiya,MAHARASHTRA,73
Gooty,Anantapur,ANDHRA PRADESH,65
Gopadbanas,Sidhi,MADHYA PRADESH,1
Gopalapuram,West Godavari,ANDHRA PRADESH,1
Gopalganj,Gopalganj,BIHAR,2
Gopavaram,Y.S.R.,ANDHRA PRADESH,2
Gopiballavpur - II,Jhargram,WEST BENGAL,2
Goradih,Bhagalpur,BIHAR,1
Gorakhpur,Gorakhpur,UTTAR PRADESH,156
Gorantla,Anantapur,ANDHRA PRADESH,20
Goraul,Vaishali,BIHAR,11
Goregaon,Gondiya,MAHARASHTRA,1
Goreswar (Pt),Nalbari,ASSAM,4
Goriakothi,Siwan,BIHAR,2
Gospadu,Kurnool,ANDHRA PRADESH,1
Gossaigaon (Pt),Kokrajhar,ASSAM,10
Gotegaon,Narsimhapur,MADHYA PRADESH,6
Govindpur,Sambalpur,ODISHA,6
Greater Mumbai,Mumbai,MAHARASHTRA,8215
Gubbi,Tumakuru,KARNATAKA,6
Gudalur,The Nilgiris,TAMILNADU,33
Gudha Malani,Barmer,RAJASTHAN,6
Gudibanda,Chikkaballapura,KARNATAKA,19
Gudihathnoor,Adilabad,TELANGANA,8
Gudipala,Chittoor,ANDHRA PRADESH,58
Gudivada,Krishna,ANDHRA PRADESH,28
Gudiyatham,Vellore,TAMILNADU,76
Gudlavalleru,Krishna,ANDHRA PRADESH,15
Gudluru,Prakasam,ANDHRA PRADESH,20
Gudupalle,Chittoor,ANDHRA PRADESH,71
Gudur,Kurnool,ANDHRA PRADESH,1
Gudur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,64
Guduru,Krishna,ANDHRA PRADESH,1
Gulabganj,Vidisha,MADHYA PRADESH,7
Gulbarga,Kalaburagi,KARNATAKA,429
Gumia,Bokaro,JHARKHAND,8
Gumla,Gumla,JHARKHAND,2
Gummidipoondi,Thiruvallur,TAMILNADU,125
Guna,Guna,MADHYA PRADESH,19
Gunderdehi,Balod,CHATTISGARH,3
Gundlupet,Chamarajanagara,KARNATAKA,134
Gunnaur,Budaun,UTTAR PRADESH,3
Gunnor,Panna,MADHYA PRADESH,4
Guntakal,Anantapur,ANDHRA PRADESH,30
Guntur,Guntur,ANDHRA PRADESH,885
Gunupur,Rayagada,ODISHA,16
Guraru,Gaya,BIHAR,8
Gurazala,Guntur,ANDHRA PRADESH,2
Gurdaspur,Gurdaspur,PUNJAB,101
Gurgaon,Gurgaon,HARYANA,6124
Gurramkonda,Chittoor,ANDHRA PRADESH,2
Gurudijhatia,Cuttack,ODISHA,24
Gurur,Balod,CHATTISGARH,1
Gussar,Upper Subansiri,ARUNACHAL PRADESH,1
Guthani,Siwan,BIHAR,7
Guwahati,Kamrup Metropolitan,ASSAM,424
Gyanpur,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,12
Gyaraspur,Vidisha,MADHYA PRADESH,2
HINJILI,Ganjam,ODISHA,5
Habibpur,Maldah,WEST BENGAL,5
Habra - I,North Twenty Four Parganas,WEST BENGAL,26
Habra - II,North Twenty Four Parganas,WEST BENGAL,13
Hadagalli,Ballari,KARNATAKA,1
Hadgaon,Nanded,MAHARASHTRA,44
Hagaribommanahalli,Ballari,KARNATAKA,2
Haidergarh,Bara Banki,UTTAR PRADESH,11
Hajipur,Vaishali,BIHAR,358
Haldia,Purba Medinipur,WEST BENGAL,11
Haldwani,Nainital,UTTARAKHAND,152
Halol,Panch Mahals,GUJARAT,215
Halvad,Morbi,GUJARAT,14
Hamirpur,Hamirpur,HIMACHAL PRADESH,24
Hamirpur,Hamirpur,UTTAR PRADESH,1
Hanamkonda,Warangal,TELANGANA,444
Handapa,Anugul,ODISHA,1
Handia,Prayagraj,UTTAR PRADESH,21
Handwara,Kupwara,JAMMU & KASHMIR,18
Hangal,Haveri,KARNATAKA,2
Hansi,Hisar,HARYANA,91
Hanskhali,Nadia,WEST BENGAL,16
Hansot,Bharuch,GUJARAT,1
Hanumangarh,Hanumangarh,RAJASTHAN,14
Hanwada,Mahbubnagar,TELANGANA,6
Haora,Haora,WEST BENGAL,767
Hapur,Hapur,UTTAR PRADESH,155
Harapanahalli,Davanagere,KARNATAKA,7
Harda,Harda,MADHYA PRADESH,10
Hardoi,Hardoi,UTTAR PRADESH,59
Hardwar,Hardwar,UTTARAKHAND,227
Harichandanpur,Kendujhar,ODISHA,1
Harihar,Davanagere,KARNATAKA,32
Hariharpara,Murshidabad,WEST BENGAL,2
Harij,Patan,GUJARAT,2
Haringhata,Nadia,WEST BENGAL,41
Haripal,Hugli,WEST BENGAL,20
Harirampur,Dakshin Dinajpur,WEST BENGAL,4
Harischandrapur - I,Maldah,WEST BENGAL,1
