sdtname,dtname,stname,number_of_cell_towers
Chandra Sekhara Puram,Prakasam,ANDHRA PRADESH,1
Chandragiri,Chittoor,ANDHRA PRADESH,32
Chandrapur,Chandrapur,MAHARASHTRA,319
Chandrapur,Nalbari,ASSAM,1
Chandrapura,Bokaro,JHARKHAND,14
Chandua,Mayurbhanj,ODISHA,6
Chandur Railway,Amravati,MAHARASHTRA,2
Chandvad,Nashik,MAHARASHTRA,44
Chandwara,Kodarma,JHARKHAND,9
Changanassery,Kottayam,KERALA,396
Chanho,Ranchi,JHARKHAND,1
Channagiri,Davanagere,KARNATAKA,90
Channapatna,Ramanagara,KARNATAKA,68
Channarayapatna,Hassan,KARNATAKA,56
Chapad,Y.S.R.,ANDHRA PRADESH,6
Chapra,Nadia,WEST BENGAL,8
Chapra,Saran,BIHAR,59
Charama,Uttar Bastar Kanker,CHATTISGARH,3
Charminar,Hyderabad,TELANGANA,40
Chas,Bokaro,JHARKHAND,104
Chauparan,Hazaribagh,JHARKHAND,5
Chauri Chaura,Gorakhpur,UTTAR PRADESH,32
Chausa,Buxar,BIHAR,3
Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,21
Chavakkad,Thrissur,KERALA,88
Chebrolu,Guntur,ANDHRA PRADESH,17
Chegunta,Medak,TELANGANA,92
Chenari,Rohtas,BIHAR,2
Chengalpattu,Kancheepuram,TAMILNADU,436
Chengam,Tiruvannamalai,TAMILNADU,3
Chengannur,Alappuzha,KERALA,116
Chennai,Chennai,TAMILNADU,4395
Chennekothapalle,Anantapur,ANDHRA PRADESH,26
Chennur,Y.S.R.,ANDHRA PRADESH,1
Cherial,Warangal,TELANGANA,4
Cherthala,Alappuzha,KERALA,294
Cherukupalle H/O Arumbaka,Guntur,ANDHRA PRADESH,2
Chevella,Ranga Reddy,TELANGANA,13
Cheyyar,Tiruvannamalai,TAMILNADU,17
Cheyyur,Kancheepuram,TAMILNADU,13
Chhabra,Baran,RAJASTHAN,1
Chhachhrauli,Yamunanagar,HARYANA,9
Chhamanu,Dhalai,TRIPURA,3
Chhapara,Seoni,MADHYA PRADESH,6
Chhata,Mathura,UTTAR PRADESH,91
Chhatargarh,Bikaner,RAJASTHAN,6
Chhatarpur,Chhatarpur,MADHYA PRADESH,31
Chhatroo,Kishtwar,JAMMU & KASHMIR,2
Chhibramau,Kannauj,UTTAR PRADESH,9
Chhindwara,Chhindwara,MADHYA PRADESH,32
Chhipabarod,Baran,RAJASTHAN,1
Chhuriya,Rajnandgaon,CHATTISGARH,21
Chidambaram,Cuddalore,TAMILNADU,20
Chiephobozou,Kohima,NAGALAND,1
Chigurumamidi,Karimnagar,TELANGANA,1
Chikhli,Buldana,MAHARASHTRA,6
Chikhli,Navsari,GUJARAT,265
Chikkaballapura,Chikkaballapura,KARNATAKA,71
Chikmagalur,Chikkamagaluru,KARNATAKA,113
Chiknayakanhalli,Tumakuru,KARNATAKA,2
Chikodi,Belagavi,KARNATAKA,50
"Chilakaluripet
 H/O.Purushoth*",Guntur,ANDHRA PRADESH,47
Chilamathur,Anantapur,ANDHRA PRADESH,35
Chillakur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,24
Chimakurthi,Prakasam,ANDHRA PRADESH,11
Chinaganjam,Prakasam,ANDHRA PRADESH,30
Chinnagottigallu,Chittoor,ANDHRA PRADESH,12
Chinnakodur,Medak,TELANGANA,2
Chinour,Gwalior,MADHYA PRADESH,4
Chinsurah - Magra,Hugli,WEST BENGAL,568
Chintalapudi,West Godavari,ANDHRA PRADESH,20
Chintamani,Chikkaballapura,KARNATAKA,32
Chinthakani,Khammam,TELANGANA,2
Chinthakommadinne,Y.S.R.,ANDHRA PRADESH,11
Chintur,East Godavari,ANDHRA PRADESH,6
Chiplun,Ratnagiri,MAHARASHTRA,45
Chippagiri,Kurnool,ANDHRA PRADESH,4
Chirala,Prakasam,ANDHRA PRADESH,57
Chirawa,Jhunjhunun,RAJASTHAN,12
Chirayinkeezhu,Thiruvananthapuram,KERALA,226
Chitapur,Kalaburagi,KARNATAKA,15
Chitarpur,Ramgarh,JHARKHAND,4
Chitradurga,Chitradurga,KARNATAKA,231
Chitrangi,Singrauli,MADHYA PRADESH,1
Chittaurgarh,Chittaurgarh,RAJASTHAN,23
Chittoor,Chittoor,ANDHRA PRADESH,93
Chittur,Palakkad,KERALA,21
Chityala,Nalgonda,TELANGANA,58
Chivvemla,Nalgonda,TELANGANA,13
Chodavaram,Visakhapatnam,ANDHRA PRADESH,7
Chomu,Jaipur,RAJASTHAN,43
Choppadandi,Karimnagar,TELANGANA,14
Chopra,Uttar Dinajpur,WEST BENGAL,26
Chorasi,Surat,GUJARAT,529
Chotila,Surendranagar,GUJARAT,41
Choudwar,Cuttack,ODISHA,38
Choutuppal,Yadadri Bhuvanagiri,TELANGANA,85
Chuda,Surendranagar,GUJARAT,2
Chumukedima,Dimapur,NAGALAND,17
Chunar,Mirzapur,UTTAR PRADESH,36
Churachandpur,Churachandpur,MANIPUR,18
Churu,Churu,RAJASTHAN,1
Civil Lines,CENTRAL,DELHI,430
Coimbatore North,Coimbatore,TAMILNADU,728
Coimbatore South,Coimbatore,TAMILNADU,421
Colgong,Bhagalpur,BIHAR,1
Colonelganj,Gonda,UTTAR PRADESH,12
Connaught Place,New Delhi,DELHI,343
Contai - I,Purba Medinipur,WEST BENGAL,15
Contai - III,Purba Medinipur,WEST BENGAL,49
Cooch Behar - I,Koch Bihar,WEST BENGAL,10
Cooch Behar - II,Koch Bihar,WEST BENGAL,34
Coonoor,The Nilgiris,TAMILNADU,26
Cuddalore,Cuddalore,TAMILNADU,88
Cuttack (M.Corp.) P.S,Cuttack,ODISHA,218
Cuttack Sadar,Cuttack,ODISHA,9
D.Hirehal,Anantapur,ANDHRA PRADESH,2
Dabhoi,Vadodara,GUJARAT,77
Dabugan,Nabarangapur,ODISHA,2
Dabwali,Sirsa,HARYANA,54
Dachepalle,Guntur,ANDHRA PRADESH,28
Dadi,Hazaribagh,JHARKHAND,1
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,96
Dadri,Charki Dadri,HARYANA,23
Dadri,Gautam Buddha Nagar,UTTAR PRADESH,1944
Dagadarthi,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,18
Dahanu,Palghar,MAHARASHTRA,111
Dalgaon (Pt),Darrang,ASSAM,14
Dalhousie,Chamba,HIMACHAL PRADESH,29
Dalmau,Rae Bareli,UTTAR PRADESH,9
Dalsinghsarai,Samastipur,BIHAR,1
Daman,Daman,DAMAN & DIU,13
Dameracherla,Nalgonda,TELANGANA,24
Dammapeta,Bhadradri Kothagudem,TELANGANA,6
Damoh,Damoh,MADHYA PRADESH,42
Damonjodi,Koraput,ODISHA,40
Dandkhora,Katihar,BIHAR,2
Danta,Banas Kantha,GUJARAT,3
Danta Ramgarh,Sikar,RAJASTHAN,40
Dantan - I,Medinipur West,WEST BENGAL,1
Daraundha,Siwan,BIHAR,14
Darbhanga,Darbhanga,BIHAR,37
Dariapur,Saran,BIHAR,4
Darjeeling Pulbazar,Darjiling,WEST BENGAL,19
Darwha,Yavatmal,MAHARASHTRA,1
Darya Ganj,Central,DELHI,450
Dasada,Surendranagar,GUJARAT,2
Dasapalla,Nayagarh,ODISHA,7
Daskroi,Ahmadabad,GUJARAT,541
Dasua,Hoshiarpur,PUNJAB,93
Datia,Datia,MADHYA PRADESH,67
Dattirajeru,Vizianagaram,ANDHRA PRADESH,5
Daudnagar,Aurangabad,BIHAR,22
Daund,Pune,MAHARASHTRA,112
Dausa,Dausa,RAJASTHAN,80
Davanagere,Davanagere,KARNATAKA,76
Debai,Bulandshahr,UTTAR PRADESH,12
Debai,BulandshahrAligarh,UTTAR PRADESH,20
Debra,Medinipur West,WEST BENGAL,41
Deeg,Bharatpur,RAJASTHAN,7
Deesa,Banas Kantha,GUJARAT,2
Defence Colony,South East,DELHI,1534
Degana,Nagaur,RAJASTHAN,1
Deganga,North Twenty Four Parganas,WEST BENGAL,10
Deglur,Nanded,MAHARASHTRA,8
Dehgam,Gandhinagar,GUJARAT,4
Dehradun,Dehradun,UTTARAKHAND,802
Delanga,Puri,ODISHA,3
Delhi Cantonment,NEW DELHI,DELHI,517
Denduluru,West Godavari,ANDHRA PRADESH,54
Denkada,Vizianagaram,ANDHRA PRADESH,15
Denkanikottai,Krishnagiri,TAMILNADU,5
Deo,Aurangabad,BIHAR,1
Deoghar,Deoghar,JHARKHAND,37
Deola,Nashik,MAHARASHTRA,17
Deoli,Tonk,RAJASTHAN,4
Deoli,Wardha,MAHARASHTRA,4
Deori,Gondiya,MAHARASHTRA,2
Deori,Sagar,MADHYA PRADESH,1
Deoria,Deoria,UTTAR PRADESH,90
Depalpur,Indore,MADHYA PRADESH,5
Dera Baba Nanak,Gurdaspur,PUNJAB,1
Dera Bassi,Sahibzada Ajit Singh Nagar,PUNJAB,212
Dera Gopipur,Kangra,HIMACHAL PRADESH,5
Derapur,Kanpur Dehat,UTTAR PRADESH,46
Desuri,Pali,RAJASTHAN,9
Devadurga,Raichur,KARNATAKA,1
Devakottai,Sivaganga,TAMILNADU,1
Devanahalli,Bengaluru Rural,KARNATAKA,261
Devarapalle,West Godavari,ANDHRA PRADESH,42
Devarkadra,Mahbubnagar,TELANGANA,1
Devgad,Sindhudurg,MAHARASHTRA,7
Devgadbaria,Dohad,GUJARAT,53
Devikulam,Idukki,KERALA,93
Dewas,Dewas,MADHYA PRADESH,33
Dhama,Sambalpur,ODISHA,5
Dhamanagar,Bhadrak,ODISHA,2
Dhamangaon Railway,Amravati,MAHARASHTRA,2
Dhamdaha,Purnia,BIHAR,5
Dhamdha,Durg,CHATTISGARH,24
Dhampur,Bijnor,UTTAR PRADESH,64
Dhamtari,Dhamtari,CHATTISGARH,15
Dhanarua,Patna,BIHAR,6
Dhanaura,Jyotiba Phule Nagar,UTTAR PRADESH,44
Dhanbad-Cum-Kenduadih-Cum-Jag*,Dhanbad,JHARKHAND,334
Dhandhuka,Ahmadabad,GUJARAT,21
Dhaniakhali,Hugli,WEST BENGAL,21
Dhanpur,Dohad,GUJARAT,4
Dhanwada,Narayanpet,TELANGANA,1
Dhar,Dhar,MADHYA PRADESH,47
Dhar Kalan,Pathankot,PUNJAB,9
Dharamgarh,Kalahandi,ODISHA,1
Dharampur,Valsad,GUJARAT,41
Dharampuri,Dhar,MADHYA PRADESH,24
Dharapuram,Tiruppur,TAMILNADU,70
Dharbandora,South Goa,GOA,6
Dhari,Amreli,GUJARAT,2
Dhari,Nainital,UTTARAKHAND,4
Dharmapuri,Dharmapuri,TAMILNADU,168
Dharmapuri,Jagitial,TELANGANA,1
Dharmaram,Peddapalli,TELANGANA,2
Dharmasagar,Warangal,TELANGANA,5
Dharmasala,Jajapur,ODISHA,13
Dharmavaram,Anantapur,ANDHRA PRADESH,33
Dharmsala,Kangra,HIMACHAL PRADESH,68
Dharpalle,Nizamabad,TELANGANA,10
Dharur,Bid,MAHARASHTRA,5
Dharur,Rangareddy,TELANGANA,1
Dharwad,Dharwad,KARNATAKA,190
Dhaulpur,Dhaulpur,RAJASTHAN,68
Dhaurahara,Kheri,UTTAR PRADESH,8
Dhekiajuli (Pt),Sonitpur,ASSAM,3
Dhenkanal Sadar,Dhenkanal,ODISHA,31
Dhira,Kangra,HIMACHAL PRADESH,17
Dholka,Ahmadabad,GUJARAT,69
Dhone,Kurnool,ANDHRA PRADESH,49
Dhoraji,Rajkot,GUJARAT,16
Dhrangadhra,Surendranagar,GUJARAT,1
Dhrol,Jamnagar,GUJARAT,47
Dhubri (Pt),Dhubri,ASSAM,7
Dhule,Dhule,MAHARASHTRA,97
Dhupguri,Jalpaiguri,WEST BENGAL,33
Dhuri,Sangrur,PUNJAB,28
Diamond Harbour - I,South Twenty Four Parganas,WEST BENGAL,40
Diamond Harbour - II,South Twenty Four Parganas,WEST BENGAL,13
Dibrugarh East,Dibrugarh,ASSAM,99
Dibrugarh West,Dibrugarh,ASSAM,12
Dichpalle,Nizamabad,TELANGANA,46
Dighwara,Saran,BIHAR,31
Digras,Yavatmal,MAHARASHTRA,15
Dilawarpur,Adilabad,TELANGANA,26
Dimapur Sadar,Dimapur,NAGALAND,110
Dinapur-Cum-Khagaul,Patna,BIHAR,153
Dindigul,Dindigul,TAMILNADU,87
Dindori,Nashik,MAHARASHTRA,43
Dinhata - I,Koch Bihar,WEST BENGAL,7
Diphu,Karbi Anglong,ASSAM,1
Dispur,Kamrup Metropolitan,ASSAM,10
Diu,Diu,DAMAN & DIU,3
Dobhi,Gaya,BIHAR,2
Dod Ballapur,Bengaluru Rural,KARNATAKA,59
Dodamarg,Sindhudurg,MAHARASHTRA,1
Dohad,Dohad,GUJARAT,9
Dolariya,Hoshangabad,MADHYA PRADESH,4
Domjur,Haora,WEST BENGAL,58
Dondi Luhara,Balod,CHATTISGARH,3
Dongargaon,Rajnandgaon,CHATTISGARH,15
Dongargarh,Rajnandgaon,CHATTISGARH,40
Donka,Karbi Anglong,ASSAM,30
Doravarisatram,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,26
Dornakal,Warangal,TELANGANA,2
Dornala,Prakasam,ANDHRA PRADESH,2
Dotoma,Kokrajhar,ASSAM,1
Doultabad,Medak,TELANGANA,22
Dudhi,Sonbhadra,UTTAR PRADESH,11
Dudhnai,Goalpara,ASSAM,9
Duggirala,Guntur,ANDHRA PRADESH,18
Dukli,West Tripura,TRIPURA,10
Dulhin Bazar,Patna,BIHAR,1
Dumka,Dumka,JHARKHAND,17
Dumra,Sitamarhi,BIHAR,25
Dumraon,Buxar,BIHAR,12
Dumri,Giridih,JHARKHAND,24
Dungarpur,Dungarpur,RAJASTHAN,7
Dungla,Chittaurgarh,RAJASTHAN,2
Durg,Durg,CHATTISGARH,637
Durgawati,Kaimur (Bhabua),BIHAR,22
Duvvur,Y.S.R.,ANDHRA PRADESH,2
Dwarakatirumala,West Godavari,ANDHRA PRADESH,66
Edlapadu,Guntur,ANDHRA PRADESH,15
Egra - I,Purba Medinipur,WEST BENGAL,3
Egra - II,Purba Medinipur,WEST BENGAL,3
Ekma,Saran,BIHAR,25
Eluru,West Godavari,ANDHRA PRADESH,196
English Bazar,Maldah,WEST BENGAL,108
Erandol,Jalgaon,MAHARASHTRA,1
Ernad,Malappuram,KERALA,143
Erode,Erode,TAMILNADU,142
Etah,Etah,UTTAR PRADESH,6
Etawah,Etawah,UTTAR PRADESH,56
Etcherla,Srikakulam,ANDHRA PRADESH,19
Etmadpur,Agra,UTTAR PRADESH,121
Ettayapuram,Thoothukkudi,TAMILNADU,1
Faizabad,Faizabad,UTTAR PRADESH,23
Falakata,Alipurduar,WEST BENGAL,44
Falta,South Twenty Four Parganas,WEST BENGAL,5
Farakka,Murshidabad,WEST BENGAL,4
Farasgaon,Kondagaon,CHATTISGARH,1
Faridabad,Faridabad,HARYANA,630
Faridkot,Faridkot,PUNJAB,14
Faridpur,Bareilly,UTTAR PRADESH,65
Faridpur Durgapur,Paschim Bardhaman,WEST BENGAL,249
Farooqnagar,Ranga Reddy,TELANGANA,67
Farrukhabad,Farrukhabad,UTTAR PRADESH,9
Farrukhnagar,Gurgaon,HARYANA,10
Fategarh,Nayagarh,ODISHA,1
Fatehabad,Agra,UTTAR PRADESH,4
Fatehabad,Fatehabad,HARYANA,12
Fatehgarh Sahib,Fatehgarh Sahib,PUNJAB,80
Fatehpur,Bara Banki,UTTAR PRADESH,3
Fatehpur,Fatehpur,UTTAR PRADESH,87
Fatehpur,Gaya,BIHAR,8
Fatehpur,Kangra,HIMACHAL PRADESH,10
Fatehpur,Sikar,RAJASTHAN,5
Fatehpur Pundri,Kaithal,HARYANA,2
Fatwah,Patna,BIHAR,40
Fazilka,Fazilka,PUNJAB,23
Ferozepur Jhirka,Nuh,HARYANA,1
Firozabad,Firozabad,UTTAR PRADESH,102
Firozpur,Firozpur,PUNJAB,61
G.Konduru,Krishna,ANDHRA PRADESH,4
G.Udayagiri,Kandhamal,ODISHA,12
GANJAM,Ganjam,ODISHA,1
GOLANTHARA,Ganjam,ODISHA,17
GOPALPUR,Ganjam,ODISHA,11
Gabhana,Aligarh,UTTAR PRADESH,47
Gadag,Gadag,KARNATAKA,8
Gadarwara,Narsimhapur,MADHYA PRADESH,11
Gadchiroli,Gadchiroli,MAHARASHTRA,18
Gadhada,Botad,GUJARAT,13
Gadwal,Jogulamba Gadwal,TELANGANA,1
Gaighata,North Twenty Four Parganas,WEST BENGAL,17
Gairatganj,Raisen,MADHYA PRADESH,10
Gajapathinagaram,Vizianagaram,ANDHRA PRADESH,6
Gajuwaka,Visakhapatnam,ANDHRA PRADESH,283
Gajwel,Medak,TELANGANA,79
Galsi - I,Purba Bardhaman,WEST BENGAL,27
Galsi - II,Purba Bardhaman,WEST BENGAL,32
Gambegre,West Garo Hills,MEGHALAYA,3
Gampalagudem,Krishna,ANDHRA PRADESH,1
Ganaur,Sonipat,HARYANA,49
Gandepalle,East Godavari,ANDHRA PRADESH,8
Ganderbal,Ganderbal,JAMMU & KASHMIR,10
Gandevi,Navsari,GUJARAT,245
Gandhari,Nizamabad,TELANGANA,51
Gandhi Nagar,EAST,DELHI,242
Gandhidham,Kachchh,GUJARAT,65
Gandhinagar,Gandhinagar,GUJARAT,639
Gangadhara,Karimnagar,TELANGANA,2
Gangajalghati,Bankura,WEST BENGAL,10
Gangakhed,Parbhani,MAHARASHTRA,5
Ganganagar,Ganganagar,RAJASTHAN,7
Gangapur,Aurangabad,MAHARASHTRA,6
Gangapur,Sawai Madhopur,RAJASTHAN,19
Gangarampur,Dakshin Dinajpur,WEST BENGAL,72
Gangavaram,Chittoor,ANDHRA PRADESH,62
Gangavaram,East Godavari,ANDHRA PRADESH,1
Gangawati,Koppal,KARNATAKA,13
Gangdhar,Jhalawar,RAJASTHAN,2
Gangtok,East District,SIKKIM,25
Gania,Nayagarh,ODISHA,1
Gannavaram,Krishna,ANDHRA PRADESH,83
Garbeta - I,Medinipur West,WEST BENGAL,3
Garbeta - III,Medinipur West,WEST BENGAL,4
Garhakota,Sagar,MADHYA PRADESH,16
Garhmukteshwar,Hapur,UTTAR PRADESH,39
Garhshankar,Hoshiarpur,PUNJAB,30
Garhwa,Garhwa,JHARKHAND,12
Gariadhar,Bhavnagar,GUJARAT,2
Garividi,Vizianagaram,ANDHRA PRADESH,2
Garkha,Saran,BIHAR,5
Garla,Khammam,TELANGANA,3
Garladinne,Anantapur,ANDHRA PRADESH,29
Garoth,Mandsaur,MADHYA PRADESH,3
Garugubilli,Vizianagaram,ANDHRA PRADESH,5
Gauribidanur,Chikkaballapura,KARNATAKA,5
Gauriganj,Amethi,UTTAR PRADESH,1
Gautam Buddha Nagar,Gautam Buddha Nagar,UTTAR PRADESH,488
Gaya Town C.D.Block,Gaya,BIHAR,55
Gazole,Maldah,WEST BENGAL,55
Geesugonda,Warangal,TELANGANA,49
Georai,Bid,MAHARASHTRA,30
Ghanghata,Sant Kabir Nagar,UTTAR PRADESH,2
Ghanpur (Station),Jangoan,TELANGANA,23
Ghantasala,Krishna,ANDHRA PRADESH,1
Gharaunda,Karnal,HARYANA,114
Gharsana,Ganganagar,RAJASTHAN,14
Ghatampur,Kanpur Nagar,UTTAR PRADESH,9
Ghatgaon,Kendujhar,ODISHA,4
Ghatiya,Ujjain,MADHYA PRADESH,26
Ghatkesar,Rangareddy,TELANGANA,422
Ghatshila,Purbi Singhbhum,JHARKHAND,5
Ghaziabad,Ghaziabad,UTTAR PRADESH,1806
Ghazipur,Ghazipur,UTTAR PRADESH,29
Ghoda Dongri,Betul,MADHYA PRADESH,9
Ghoghardiha,Madhubani,BIHAR,2
Ghosi,Mau,UTTAR PRADESH,62
Ghumarwin,Bilaspur,HIMACHAL PRADESH,22
Giddalur,Prakasam,ANDHRA PRADESH,11
Gidderbaha,Sri Muktsar Sahib,PUNJAB,2
Gidhaur,Jamui,BIHAR,2
Gingee,Viluppuram,TAMILNADU,6
Gird,Gwalior,MADHYA PRADESH,310
Giridih,Giridih,JHARKHAND,9
Girwa,Udaipur,RAJASTHAN,216
Goalpokhar - I,Uttar Dinajpur,WEST BENGAL,12
Goalpokhar - II,Uttar Dinajpur,WEST BENGAL,28
Gobichettipalayam,Erode,TAMILNADU,24
Gobindpur,Dhanbad,JHARKHAND,18
Gobindpur(Rajnagar),Saraikela-Kharsawan,JHARKHAND,1
Gochhapada,Kandhamal,ODISHA,1
Godhra,Panch Mahals,GUJARAT,72
Goghat - I,Hugli,WEST BENGAL,4
Goghat - II,Hugli,WEST BENGAL,3
Gogunda,Udaipur,RAJASTHAN,1
Gohad,Bhind,MADHYA PRADESH,23
Gohana,Sonipat,HARYANA,50
Goharganj,Raisen,MADHYA PRADESH,91
Gokak,Belagavi,KARNATAKA,16
Gola,Gorakhpur,UTTAR PRADESH,4
Gola Gokaran Nath,Kheri,UTTAR PRADESH,1
Golconda,Hyderabad,TELANGANA,265
Gollaprolu,East Godavari,ANDHRA PRADESH,16
Golmuri-Cum-Jugsalai,Purbi Singhbhum,JHARKHAND,637
Golokganj (Pt),Dhubri,ASSAM,13
Gonda,Gonda,UTTAR PRADESH,32
Gondiya,Gondiya,MAHARASHTRA,30
Gooty,Anantapur,ANDHRA PRADESH,37
Gopadbanas,Sidhi,MADHYA PRADESH,1
Gopalapuram,West Godavari,ANDHRA PRADESH,1
Gopalganj,Gopalganj,BIHAR,2
Gopavaram,Y.S.R.,ANDHRA PRADESH,2
Gopiballavpur - II,Jhargram,WEST BENGAL,2
Goradih,Bhagalpur,BIHAR,1
Gorakhpur,Gorakhpur,UTTAR PRADESH,131
Gorantla,Anantapur,ANDHRA PRADESH,20
Goraul,Vaishali,BIHAR,11
Goregaon,Gondiya,MAHARASHTRA,1
Goreswar (Pt),Nalbari,ASSAM,4
Goriakothi,Siwan,BIHAR,2
Gospadu,Kurnool,ANDHRA PRADESH,1
Gossaigaon (Pt),Kokrajhar,ASSAM,10
Gotegaon,Narsimhapur,MADHYA PRADESH,6
Govindpur,Sambalpur,ODISHA,6
Greater Mumbai,Mumbai,MAHARASHTRA,2721
Gubbi,Tumakuru,KARNATAKA,5
Gudalur,The Nilgiris,TAMILNADU,3
Gudha Malani,Barmer,RAJASTHAN,6
Gudibanda,Chikkaballapura,KARNATAKA,19
Gudihathnoor,Adilabad,TELANGANA,8
Gudipala,Chittoor,ANDHRA PRADESH,42
Gudivada,Krishna,ANDHRA PRADESH,26
Gudiyatham,Vellore,TAMILNADU,50
Gudlavalleru,Krishna,ANDHRA PRADESH,15
Gudluru,Prakasam,ANDHRA PRADESH,20
Gudupalle,Chittoor,ANDHRA PRADESH,40
Gudur,Kurnool,ANDHRA PRADESH,1
Gudur,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,48
Guduru,Krishna,ANDHRA PRADESH,1
Gulabganj,Vidisha,MADHYA PRADESH,1
Gulbarga,Kalaburagi,KARNATAKA,336
Gumia,Bokaro,JHARKHAND,8
Gumla,Gumla,JHARKHAND,2
Gummidipoondi,Thiruvallur,TAMILNADU,70
Guna,Guna,MADHYA PRADESH,18
Gunderdehi,Balod,CHATTISGARH,3
Gundlupet,Chamarajanagara,KARNATAKA,60
Gunnaur,Budaun,UTTAR PRADESH,3
Gunnor,Panna,MADHYA PRADESH,4
Guntakal,Anantapur,ANDHRA PRADESH,25
Guntur,Guntur,ANDHRA PRADESH,564
Gunupur,Rayagada,ODISHA,16
Guraru,Gaya,BIHAR,8
Gurazala,Guntur,ANDHRA PRADESH,2
Gurdaspur,Gurdaspur,PUNJAB,94
Gurgaon,Gurgaon,HARYANA,2028
Gurramkonda,Chittoor,ANDHRA PRADESH,2
Gurudijhatia,Cuttack,ODISHA,24
Gurur,Balod,CHATTISGARH,1
Guwahati,Kamrup Metropolitan,ASSAM,285
Gyanpur,Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,12
Gyaraspur,Vidisha,MADHYA PRADESH,2
HINJILI,Ganjam,ODISHA,5
Habibpur,Maldah,WEST BENGAL,5
Habra - I,North Twenty Four Parganas,WEST BENGAL,26
Habra - II,North Twenty Four Parganas,WEST BENGAL,13
Hadagalli,Ballari,KARNATAKA,1
Hadgaon,Nanded,MAHARASHTRA,10
Hagaribommanahalli,Ballari,KARNATAKA,2
Haidergarh,Bara Banki,UTTAR PRADESH,11
Hajipur,Vaishali,BIHAR,305
Haldia,Purba Medinipur,WEST BENGAL,10
Haldwani,Nainital,UTTARAKHAND,114
Halol,Panch Mahals,GUJARAT,143
Halvad,Morbi,GUJARAT,8
Hamirpur,Hamirpur,HIMACHAL PRADESH,23
Hanamkonda,Warangal,TELANGANA,116
Handapa,Anugul,ODISHA,1
Handia,Prayagraj,UTTAR PRADESH,21
Handwara,Kupwara,JAMMU & KASHMIR,18
Hansi,Hisar,HARYANA,86
Hanskhali,Nadia,WEST BENGAL,16
Hansot,Bharuch,GUJARAT,1
Hanumangarh,Hanumangarh,RAJASTHAN,14
Hanwada,Mahbubnagar,TELANGANA,6
Haora,Haora,WEST BENGAL,601
Hapur,Hapur,UTTAR PRADESH,117
Harapanahalli,Davanagere,KARNATAKA,7
Harda,Harda,MADHYA PRADESH,10
Hardoi,Hardoi,UTTAR PRADESH,53
Hardwar,Hardwar,UTTARAKHAND,151
Harihar,Davanagere,KARNATAKA,25
Hariharpara,Murshidabad,WEST BENGAL,2
Harij,Patan,GUJARAT,2
Haringhata,Nadia,WEST BENGAL,41
Haripal,Hugli,WEST BENGAL,19
Harirampur,Dakshin Dinajpur,WEST BENGAL,1
Harischandrapur - I,Maldah,WEST BENGAL,1
Harischandrapur - II,Maldah,WEST BENGAL,8
Harisinga,Udalguri,ASSAM,1
Harnaut,Nalanda,BIHAR,5
Haroa,North Twenty Four Parganas,WEST BENGAL,1
Harrai,Chhindwara,MADHYA PRADESH,18
Harraiya,Basti,UTTAR PRADESH,8
Harsidhi,Purba Champaran,BIHAR,82
Harsud,East Nimar,MADHYA PRADESH,1
Harur,Dharmapuri,TAMILNADU,3
Hasanganj,Katihar,BIHAR,1
Hasanganj,Unnao,UTTAR PRADESH,85
Hasanparthy,Warangal,TELANGANA,29
Hasanpur,Jyotiba Phule Nagar,UTTAR PRADESH,30
Hasanpura,Siwan,BIHAR,1
Hasnabad,North Twenty Four Parganas,WEST BENGAL,20
Haspura,Aurangabad,BIHAR,1
Hassan,Hassan,KARNATAKA,110
Hata,Kushinagar,UTTAR PRADESH,3
Hathin,Palwal,HARYANA,3
Hathras,Hathras,UTTAR PRADESH,78
Hathua,Gopalganj,BIHAR,26
Hatkanangle,Kolhapur,MAHARASHTRA,74
Hatod,Indore,MADHYA PRADESH,14
Hatta,Damoh,MADHYA PRADESH,14
Hauz Khas,South,DELHI,1159
Haveli,Pune,MAHARASHTRA,1775
Haveri,Haveri,KARNATAKA,52
Hayaghat,Darbhanga,BIHAR,3
Hayathnagar,Ranga Reddy,TELANGANA,240
Hazaribag,Hazaribagh,JHARKHAND,49
Heggadadevankote,Mysuru,KARNATAKA,21
Hemgir,Sundargarh,ODISHA,7
Hemtabad,Uttar Dinajpur,WEST BENGAL,10
Hilsa,Nalanda,BIHAR,1
Himatnagar,Sabar Kantha,GUJARAT,5
Himayathnagar,Hyderabad,TELANGANA,391
Hindaun,Karauli,RAJASTHAN,16
Hindoli,Bundi,RAJASTHAN,3
Hindupur,Anantapur,ANDHRA PRADESH,54
Hingalganj,North Twenty Four Parganas,WEST BENGAL,12
Hinganghat,Wardha,MAHARASHTRA,9
Hingna,Nagpur,MAHARASHTRA,102
Hingoli,Hingoli,MAHARASHTRA,17
Hirakud,Sambalpur,ODISHA,16
Hiranagar,Kathua,JAMMU & KASHMIR,96
Hirekerur,Haveri,KARNATAKA,6
